sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	AnotBweak	AnotBweakPct	BnotA	BnotApct	BnotAweak	BnotAweakPct	Agaps	AsharedGaps	AgapPct	Bgaps	BsharedGaps	BgapPct	gapJaccardSim
UMB11_06	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	7803	0.1549	7800	99.9616	7774	99.6667	7777	99.6668	123	1.5763	97	78.8618	94	76.4228	21	17.0732	21	17.0732	6	4.8780	6	4.8780	470300	371901	79.0774	811748	481157	59.2742	0.8881
UMB11_06	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	12555	0.2524	12555	100.0000	12546	99.9283	12546	99.9283	181	1.4417	172	95.0276	172	95.0276	8	4.4199	8	4.4199	1	0.5525	1	0.5525	496343	399586	80.5060	742039	497382	67.0291	0.9126
UMB11_07	UMB11_08	Esch_coli_1190	NZ_CP023386.1	4900891	235328	4.8017	235291	99.9843	235271	99.9915	235308	99.9915	116	0.0493	96	82.7586	60	51.7241	44	37.9310	43	37.0690	9	7.7586	6	5.1724	171056	131119	76.6527	158445	146928	92.7312	0.9909
UMB11_07	UMB11_08	Esch_coli_H3	NZ_CP010167.1	4630919	3549	0.0766	3549	100.0000	3549	100.0000	3549	100.0000	38	1.0707	38	100.0000	38	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	297002	99946	33.6516	227784	227784	100.0000	0.9508
UMB11_07	UMB11_08	Esch_coli_NGF1	NZ_CP016007.1	5026105	1894	0.0377	1894	100.0000	1894	100.0000	1894	100.0000	24	1.2672	24	100.0000	24	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	679197	234953	34.5928	437547	357725	81.7569	0.9440
UMB11_07	UMB11_08	Esch_coli_clone_D_i14	NC_017652.1	5038386	1307	0.0259	1306	99.9235	1304	99.8469	1305	99.8470	19	1.4537	17	89.4737	16	84.2105	1	5.2632	1	5.2632	2	10.5263	2	10.5263	819011	348720	42.5782	370459	370459	100.0000	0.9487
UMB11_07	UMB11_08	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3507	0.0705	3503	99.8859	3496	99.8002	3500	99.8004	31	0.8839	24	77.4194	20	64.5161	2	6.4516	2	6.4516	6	19.3548	4	12.9032	347002	154007	44.3822	376210	307562	81.7527	0.9244
UMB11_07	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	1284089	26.2011	1283913	99.9863	1283763	99.9883	1283939	99.9883	667	0.0519	517	77.5112	347	52.0240	258	38.6807	254	38.0810	33	4.9475	26	3.8981	171056	154895	90.5522	165998	160523	96.7018	0.9900
UMB11_07	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	16843	0.3637	16840	99.9822	16822	99.8931	16825	99.8931	183	1.0865	165	90.1639	162	88.5246	3	1.6393	3	1.6393	17	9.2896	15	8.1967	297002	118286	39.8267	250918	117967	47.0142	0.9459
UMB11_07	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	13375	0.2661	13364	99.9178	13363	99.9925	13374	99.9925	142	1.0617	141	99.2958	134	94.3662	0	0.0000	0	0.0000	8	5.6338	6	4.2254	679197	612804	90.2248	804095	568097	70.6505	0.9149
UMB11_07	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	7899	0.1568	7883	99.7974	7865	99.7717	7881	99.7721	131	1.6584	113	86.2595	97	74.0458	23	17.5573	23	17.5573	7	5.3435	4	3.0534	819011	637752	77.8686	811748	583596	71.8937	0.9085
UMB11_07	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	16278	0.3272	16260	99.8894	16211	99.6986	16229	99.6990	150	0.9215	101	67.3333	83	55.3333	12	8.0000	11	7.3333	40	26.6667	13	8.6667	347002	292947	84.4223	742039	454586	61.2617	0.8806
UMB11_08	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	358765	7.3204	358752	99.9964	358744	99.9978	358757	99.9978	136	0.0379	128	94.1176	116	85.2941	10	7.3529	9	6.6176	6	4.4118	5	3.6765	158445	146928	92.7312	165998	139943	84.3040	0.9945
UMB11_08	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	5286	0.1141	5286	100.0000	5286	100.0000	5286	100.0000	45	0.8513	45	100.0000	45	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	227784	227784	100.0000	250918	63403	25.2684	0.9508
UMB11_08	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	4028	0.0801	4028	100.0000	4028	100.0000	4028	100.0000	72	1.7875	72	100.0000	72	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	437547	437547	100.0000	804095	326760	40.6370	0.9584
UMB11_08	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	1536	0.0305	1535	99.9349	1535	100.0000	1536	100.0000	16	1.0417	16	100.0000	15	93.7500	0	0.0000	0	0.0000	0	0.0000	0	0.0000	370459	370459	100.0000	811748	332430	40.9524	0.9809
UMB11_08	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3790	0.0762	3790	100.0000	3790	100.0000	3790	100.0000	37	0.9763	37	100.0000	37	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	376210	376210	100.0000	742039	275635	37.1456	0.9244
