sample	start	end
3.5	3760300	3760337
3.5	3760338	3760350
3.5	3760351	3760358
3.5	3760359	3760373
3.5	3760374	3760391
3.5	3760572	3760640
3.5	3761809	3761899
3.5	3764130	3764138
3.5	3765636	3765638
3.5	3765639	3765642
3.5	3765643	3765644
3.5	3765645	3765656
3.5	3765657	3765662
3.5	3765663	3765668
3.5	3765669	3765670
3.5	3765674	3765678
3.5	3765679	3765685
3.5	3765686	3765687
3.5	3765690	3765691
3.5	3765692	3765693
3.5	3765694	3765695
3.5	3765696	3765697
3.5	3765699	3765702
3.5	3766196	3766212
3.5	3766693	3766708
3.5	3766731	3766794
3.5	3766915	3767016
3.5	3767022	3767031
3.5	3767112	3767123
3.5	3767233	3767237
3.5	3767238	3767240
3.5	3767241	3767252
3.5	3767253	3767254
3.5	3767256	3767259
3.5	3767772	3767779
3.5	3767942	3767945
3.5	3767946	3768003
3.5	3768004	3768006
3.5	3768007	3768020
3.5	3768440	3768458
3.5	3768459	3768524
3.5	3768973	3769068
3.5	3769335	3769413
3.5	3769430	3769436
3.5	3769469	3769531
3.5	3769879	3769880
3.5	3769881	3769883
3.5	3769885	3769887
3.5	3769888	3769889
3.5	3769890	3769892
3.5	3769893	3769895
3.5	3769897	3769898
3.5	3769900	3769901
3.5	3769903	3769904
3.5	3769905	3769906
3.5	3769907	3769908
3.5	3769911	3769919
3.5	3769920	3769921
3.5	3769922	3769925
3.5	3769926	3769933
3.5	3769934	3769937
3.5	3769938	3769940
3.5	3769941	3769950
3.5	3769951	3769957
3.5	3769958	3769959
3.5	3769960	3769965
3.5	3770155	3770231
3.5	3771840	3771852
3.5	3771932	3772034
3.5	3772171	3772179
3.5	3772180	3772191
3.5	3772192	3772210
3.5	3772211	3772216
3.5	3772218	3772219
3.5	3772220	3772226
3.5	3772228	3772231
3.5	3772232	3772240
3.5	3772242	3772262
3.5	3772263	3772264
3.5	3772265	3772268
3.5	3772270	3772286
3.5	3772287	3772290
3.5	3772291	3772310
3.5	3773720	3773721
3.5	3773723	3773781
3.5	3773782	3773792
3.5	3773794	3773813
3.5	3773814	3773825
3.5	3775496	3775499
3.5	3775500	3775508
3.5	3775512	3775517
3.5	3775520	3775522
3.5	3775524	3775528
3.5	3775529	3775537
3.5	3775538	3775540
3.5	3775541	3775766
3.5	3775912	3775932
3.5	3776000	3776012
3.5	3776961	3776977
3.5	3776978	3776980
3.5	3776981	3777006
3.5	3777007	3777023
3.5	3777391	3777430
3.5	3777441	3777492
3.5	3778796	3778804
3.5	3778805	3778844
3.5	3779152	3779271
3.5	3779377	3779452
3.5	3779489	3779527
3.5	3779932	3779944
3.5	3779946	3780033
3.5	3780563	3780631
3.5	3780797	3780802
3.5	3780803	3780808
3.5	3780809	3780819
3.5	3780820	3780853
3.5	3780855	3780857
3.5	3780858	3780872
3.5	3780873	3780875
3.5	3780876	3780884
3.5	3780885	3780887
3.5	3780888	3780893
3.5	3780895	3780925
3.5	3781009	3781067
3.5	3781068	3781133
3.5	3781880	3781892
3.5	3782630	3782731
3.5	3784562	3784600
3.5	3784601	3784645
3.5	3784646	3784747
3.5	3786214	3786215
3.5	3786216	3786332
3.5	3786361	3786363
3.5	3786364	3786365
3.5	3786435	3786441
3.5	3786442	3786544
3.5	3786841	3786879
3.5	3786880	3786885
3.5	3786886	3786896
3.5	3786897	3786898
3.5	3787158	3787161
3.5	3787162	3787168
3.5	3787223	3787302
3.5	3787303	3787324
3.5	3787867	3787873
3.5	3788358	3788506
3.5	3788762	3788764
3.5	3788765	3788768
3.5	3788769	3788804
3.5	3788805	3788846
3.5	3788847	3788868
3.5	3788869	3788871
3.5	3788872	3789004
3.5	3790183	3790190
3.5	3790191	3790340
3.5	3790342	3790347
3.5	3790348	3790350
3.5	3790650	3790707
3.5	3790708	3790728
3.5	3791804	3791871
3.5	3792348	3792402
3.5	3794250	3794253
3.5	3795251	3795277
3.5	3796236	3796246
3.5	3797171	3797205
3.5	3797206	3797248
3.5	3797249	3797251
3.5	3797252	3797322
3.5	3798158	3798259
3.5	3798299	3798307
3.5	3798329	3798480
3.5	3798483	3798522
3.5	3798523	3798535
3.5	3798536	3798576
3.5	3798577	3798582
3.5	3798583	3798584
3.5	3798585	3798682
3.5	3798683	3798690
3.5	3812093	3812107
3.5	3812108	3812136
3.5	3812138	3812148
3.5	3812149	3812185
3.5	3812186	3812213
3.5	3812236	3812244
3.5	3813251	3813252
3.5	3813317	3813324
3.5	3813326	3813336
3.5	3813338	3813344
3.5	3813346	3813349
3.5	3813350	3813352
3.5	3813362	3813364
3.5	3813365	3813366
3.5	3813367	3813373
3.5	3813374	3813400
3.5	3813401	3813404
3.5	3813405	3813422
3.5	3813423	3813425
3.5	3813426	3813454
3.5	3813455	3813463
3.5	3813951	3814015
3.5	3814135	3814236
3.5	3816331	3816381
3.5	3816399	3816432
3.5	3816445	3816500
3.5	3817906	3818003
3.5	3818028	3818055
3.5	3818056	3818057
3.5	3818786	3818788
3.5	3818789	3818790
3.5	3818792	3818798
3.5	3818801	3818803
3.5	3818804	3818806
3.5	3818807	3818808
3.5	3818809	3818812
3.5	3818813	3818814
3.5	3818815	3818817
3.5	3818818	3818827
3.5	3818828	3818833
3.5	3818834	3818844
3.5	3818845	3818846
3.5	3818847	3818852
3.5	3818855	3818860
3.5	3818863	3818868
3.5	3818870	3818871
3.5	3818873	3818877
3.5	3818879	3818886
3.5	3818898	3818902
3.5	3818905	3818909
3.5	3818912	3818916
3.5	3818917	3818928
3.5	3818949	3818994
3.5	3818995	3818999
3.5	3819085	3819086
3.5	3819087	3819089
3.5	3819091	3819100
3.5	3819119	3819274
3.5	3819276	3819286
3.5	3819780	3819881
3.5	3819956	3819984
3.5	3819991	3820002
3.5	3820003	3820016
3.5	3820017	3820027
3.5	3820028	3820031
3.5	3820032	3820037
3.5	3820038	3820050
3.5	3820051	3820057
3.5	3820082	3820083
3.5	3820084	3820087
3.5	3820088	3820091
3.5	3820092	3820099
3.5	3820100	3820104
3.5	3820105	3820107
3.5	3820108	3820109
3.5	3820112	3820113
3.5	3820117	3820129
3.5	3820130	3820132
3.5	3820256	3820357
3.5	3821455	3821556
3.5	3823344	3823441
3.5	3824099	3824159
3.5	3824430	3824443
3.5	3826276	3826317
3.5	3826318	3826335
3.5	3826795	3826995
3.5	3827180	3827277
3.5	3827829	3827844
3.5	3828035	3828136
3.5	3828197	3828207
3.5	3828920	3829021
3.5	3829162	3829173
3.5	3829174	3829207
3.5	3829208	3829282
3.5	3829283	3829303
3.5	3829304	3829309
3.5	3830050	3830351
3.5	3830352	3830360
3.5	3830362	3830559
3.5	3830560	3830561
3.5	3830562	3830563
3.5	3830564	3830565
3.5	3830667	3830773
3.5	3830784	3830887
3.5	3830888	3830899
3.5	3830934	3830935
3.5	3832084	3832210
3.5	3832211	3832212
3.5	3832213	3832217
3.5	3832218	3832222
3.5	3832223	3832230
3.5	3832232	3832235
3.5	3832262	3832263
3.5	3832264	3832267
3.5	3833973	3834036
3.5	3834037	3834062
3.5	3834063	3834071
3.5	3834129	3834130
3.5	3834131	3834132
3.5	3834134	3834135
3.5	3834136	3834142
3.5	3834143	3834144
3.5	3834146	3834148
3.5	3834149	3834150
3.5	3834151	3834153
3.5	3834156	3834223
3.5	3834224	3834229
3.5	3834347	3834388
3.5	3834389	3834392
3.5	3834508	3834539
3.5	3834540	3834568
3.5	3834569	3834575
3.5	3834576	3834680
3.5	3834736	3834737
3.5	3834739	3834878
3.5	3835764	3835844
3.5	3835856	3835865
3.5	3835913	3835957
3.5	3836524	3836532
3.5	3836533	3836534
3.5	3836539	3836548
3.5	3836551	3836556
3.5	3836558	3836564
3.5	3836565	3836570
3.5	3836572	3836573
3.5	3836574	3836575
3.5	3836576	3836578
3.5	3836580	3836583
3.5	3836585	3836592
3.5	3836594	3836595
3.5	3836596	3836603
3.5	3841167	3841174
3.5	3841175	3841180
3.5	3841183	3841184
3.5	3841185	3841192
3.5	3841193	3841231
3.5	3841421	3841437
3.5	3841512	3841522
3.5	3841892	3841907
3.5	3841908	3841909
3.5	3841911	3841939
3.5	3841940	3841943
3.5	3841944	3841951
3.5	3841952	3841959
3.5	3842830	3842878
3.5	3842879	3842911
3.5	3843396	3843402
3.5	3844057	3844093
3.5	3844094	3844200
3.5	3844894	3844936
3.5	3844937	3844938
3.5	3844955	3844971
3.5	3844972	3844978
3.5	3844979	3844995
3.5	3845014	3845056
3.5	3847353	3847359
3.5	3847361	3847375
3.5	3847376	3847423
3.5	3847424	3847427
3.5	3847430	3847436
3.5	3847437	3847444
3.5	3847751	3847753
3.5	3848761	3848775
3.5	3849648	3849649
3.5	3849650	3849660
3.5	3849661	3849677
3.5	3849678	3849697
3.5	3853219	3853327
3.5	3853384	3853400
3.5	3853415	3853516
3.5	3854168	3854194
3.5	3854195	3854199
3.5	3854201	3854203
3.5	3854204	3854211
3.5	3854212	3854216
3.5	3854218	3854219
3.5	3854220	3854222
3.5	3854223	3854226
3.5	3854227	3854228
3.5	3854231	3854232
3.5	3854233	3854234
3.5	3854236	3854237
3.5	3854238	3854245
3.5	3854247	3854257
3.5	3854390	3854404
3.5	3854405	3854460
3.5	3854780	3854809
3.5	3856869	3856873
3.5	3856874	3856877
3.5	3856878	3856881
3.5	3856882	3856892
3.5	3859220	3859329
3.5	3859470	3859514
3.5	3859515	3859516
3.5	3859517	3859519
3.5	3859520	3859571
3.5	3859773	3859796
3.5	3860045	3860057
3.5	3860058	3860059
3.5	3860060	3860108
3.5	3860109	3860111
3.5	3860209	3860262
3.5	3861559	3861612
3.5	3861633	3861660
3.5	3863399	3863475
3.5	3863567	3863610
3.5	3863624	3863668
3.5	3863673	3863725
3.5	3863757	3863774
3.5	3863782	3863858
3.5	3863954	3864108
3.5	3864109	3864183
3.5	3864210	3864270
3.5	3864307	3864311
3.5	3864454	3864458
3.5	3868983	3868988
3.5	3869075	3869081
3.5	3869082	3869083
3.5	3869829	3869930
3.5	3871503	3871585
3.5	3871586	3871604
3.5	3872788	3872837
3.5	3872868	3872889
3.5	3873613	3873635
3.5	3873663	3873714
3.5	3873760	3873764
3.5	3873864	3874015
3.5	3874130	3874162
3.5	3874168	3874281
3.5	3874360	3874414
3.5	3875962	3875966
3.5	3875967	3875977
3.5	3875978	3875980
3.5	3875981	3875982
3.5	3875983	3875987
3.5	3875988	3875993
3.5	3876165	3876233
3.5	3877958	3878072
3.5	3878073	3878077
3.5	3878078	3878087
3.5	3878090	3878091
3.5	3878093	3878101
3.5	3878102	3878107
3.5	3878108	3878115
3.5	3878119	3878128
3.5	3878130	3878131
3.5	3878132	3878145
3.5	3878146	3878150
3.5	3878170	3878178
3.5	3878355	3878443
3.5	3878464	3878465
3.5	3878466	3878469
3.5	3878470	3878476
3.5	3878477	3878486
3.5	3878487	3878489
3.5	3878490	3878502
3.5	3878503	3878505
3.5	3878506	3878567
3.5	3878568	3878569
3.5	3878604	3878708
3.5	3878709	3878713
3.5	3878714	3878715
3.5	3878757	3878766
3.5	3878767	3878769
3.5	3878770	3878781
3.5	3878782	3878784
3.5	3878846	3878858
3.5	3878865	3878986
3.5	3879048	3879068
3.5	3879075	3879149
3.5	3879162	3879176
3.5	3882648	3882666
3.5	3882667	3882672
3.5	3882673	3882687
3.5	3882688	3882690
3.5	3886031	3886043
3.5	3886044	3886090
3.5	3886124	3886182
3.5	3886187	3886188
3.5	3886189	3886191
3.5	3886192	3886193
3.5	3886194	3886195
3.5	3886198	3886218
3.5	3886219	3886220
3.5	3886221	3886227
3.5	3886230	3886233
3.5	3886234	3886237
3.5	3886238	3886247
3.5	3886248	3886254
3.5	3886255	3886264
3.5	3886266	3886275
3.5	3886339	3886586
3.5	3886623	3886630
3.5	3886633	3886635
3.5	3886636	3886637
3.5	3886638	3886644
3.5	3886645	3886647
3.5	3886648	3886655
3.5	3886656	3886657
3.5	3886661	3886662
3.5	3886665	3886668
3.5	3886669	3886685
3.5	3886833	3886946
3.5	3887546	3887552
3.5	3887553	3887559
3.5	3887560	3887565
3.5	3887566	3887571
3.5	3887573	3887576
3.5	3887577	3887592
3.5	3887593	3887602
3.5	3887603	3887758
3.5	3887768	3887769
3.5	3887770	3887789
3.5	3887790	3887796
3.5	3887797	3887803
3.5	3887804	3887810
3.5	3887811	3887816
3.5	3887817	3887829
3.5	3887830	3887842
3.5	3887844	3887853
3.5	3887857	3887859
3.5	3887860	3887867
3.5	3887868	3887869
3.5	3887873	3887875
3.5	3887876	3888068
3.5	3888916	3888935
3.5	3890828	3890829
3.5	3890830	3890832
3.5	3890833	3890835
3.5	3890836	3890841
3.5	3890845	3890847
3.5	3890848	3890850
3.5	3891718	3891754
3.5	3892654	3892680
3.5	3892740	3892847
3.5	3892848	3892874
3.5	3892875	3892897
3.5	3893928	3893935
3.5	3893936	3893939
3.5	3893940	3893941
3.5	3893945	3893953
3.5	3894099	3894195
3.5	3894598	3894606
3.5	3894607	3894609
3.5	3894610	3894618
3.5	3894619	3894621
3.5	3894622	3894623
3.5	3894624	3894626
3.5	3894627	3894631
3.5	3894632	3894638
3.5	3894639	3894643
3.5	3894644	3894651
3.5	3894652	3894654
3.5	3894656	3894660
3.5	3894661	3894698
3.5	3894837	3894838
3.5	3895127	3895228
3.5	3895347	3895348
3.5	3895349	3895358
3.5	3895359	3895360
3.5	3895361	3895368
3.5	3895369	3895370
3.5	3895371	3895378
3.5	3895380	3895386
3.5	3895387	3895389
3.5	3895390	3895391
3.5	3895393	3895394
3.5	3895396	3895398
3.5	3895400	3895406
3.5	3895407	3895415
3.5	3895416	3895418
3.5	3895420	3895422
3.5	3895423	3895426
3.5	3895427	3895431
3.5	3895432	3895437
3.5	3895566	3895617
3.5	3895811	3895820
3.5	3896328	3896494
3.5	3896495	3896497
3.5	3896498	3896515
3.5	3896516	3896539
3.5	3898788	3898803
3.5	3898878	3898889
3.5	3898910	3898979
3.5	3898983	3898987
3.5	3898988	3899019
3.5	3899020	3899084
3.5	3899286	3899291
3.5	3900351	3900539
3.5	3901304	3901305
3.5	3901306	3901314
3.5	3901457	3901558
3.5	3902453	3902554
3.5	3902765	3902809
3.5	3903210	3903212
3.5	3903213	3903217
3.5	3903219	3903220
3.5	3903223	3903225
3.5	3903226	3903229
3.5	3903265	3903266
3.5	3903268	3903272
3.5	3903274	3903275
3.5	3903276	3903277
3.5	3903278	3903280
3.5	3903281	3903283
3.5	3903284	3903285
3.5	3903290	3903300
3.5	3903301	3903302
3.5	3903303	3903314
3.5	3903315	3903316
3.5	3903317	3903319
3.5	3903514	3903517
3.5	3903518	3903550
3.5	3903551	3903552
3.5	3903553	3903562
3.5	3903563	3903592
3.5	3903593	3903603
3.5	3903613	3903758
3.5	3903759	3903763
3.5	3903768	3903774
3.5	3903775	3903780
3.5	3904127	3904172
3.5	3904219	3904228
3.5	3904716	3904790
3.5	3904791	3904800
3.5	3904801	3904805
3.5	3904806	3904807
3.5	3904808	3904809
3.5	3904810	3904811
3.5	3904812	3904813
3.5	3904814	3904817
3.5	3904935	3904970
3.5	3905794	3906027
3.5	3906355	3906357
3.5	3906362	3906368
3.5	3906370	3906375
3.5	3906378	3906381
3.5	3906383	3906384
3.5	3906437	3906438
3.5	3906440	3906444
3.5	3906446	3906447
3.5	3906448	3906449
3.5	3906450	3906451
3.5	3906452	3906456
3.5	3906457	3906459
3.5	3906461	3906463
3.5	3906473	3906538
3.5	3906549	3906574
3.5	3906606	3906700
3.5	3907199	3907281
3.5	3907327	3907416
3.5	3907552	3907653
3.5	3907750	3907771
3.5	3907820	3907884
3.5	3907885	3907921
3.5	3907975	3908207
3.5	3909032	3909057
3.5	3909058	3909078
3.5	3909079	3909083
3.5	3909084	3909085
3.5	3909086	3909087
3.5	3909088	3909090
3.5	3909092	3909154
3.5	3909156	3909160
3.5	3909162	3909164
3.5	3909165	3909173
3.5	3909174	3909179
3.5	3909390	3909491
3.5	3909506	3909613
3.5	3909699	3909800
3.5	3909834	3909855
3.5	3912112	3912134
3.5	3912188	3912304
3.5	3912342	3912391
3.5	3912392	3912412
3.5	3912413	3912415
3.5	3912641	3912754
3.5	3912755	3912768
3.5	3912769	3912770
3.5	3912771	3912773
3.5	3912774	3912787
3.5	3912788	3912791
3.5	3912795	3912819
3.5	3912821	3912840
3.5	3912880	3912885
3.5	3912886	3912890
3.5	3912891	3912894
3.5	3912895	3912896
3.5	3912897	3912900
3.5	3912901	3912902
3.5	3912903	3912907
3.5	3912908	3913021
3.5	3913609	3913620
3.5	3913621	3913622
3.5	3913623	3913647
3.5	3913648	3913667
3.5	3913668	3913671
3.5	3913672	3913679
3.5	3913680	3913681
3.5	3913682	3913690
3.5	3913691	3913692
3.5	3913693	3913710
3.5	3913712	3913713
3.5	3913714	3913715
3.5	3913716	3913717
3.5	3913719	3913720
3.5	3913721	3913724
3.5	3913725	3913728
3.5	3913729	3913731
3.5	3913732	3913738
3.5	3913929	3913931
3.5	3913932	3913935
3.5	3913937	3913938
3.5	3914015	3914030
3.5	3914208	3914221
3.5	3914357	3914358
3.5	3914372	3914373
3.5	3914374	3914377
3.5	3914378	3914390
3.5	3914391	3914397
3.5	3914398	3914402
3.5	3914403	3914404
3.5	3914405	3914597
3.5	3915079	3915082
3.5	3915083	3915087
3.5	3915088	3915092
3.5	3915093	3915100
3.5	3915101	3915116
3.5	3915117	3915121
3.5	3915122	3915123
3.5	3915124	3915127
3.5	3915128	3915129
3.5	3915130	3915131
3.5	3915134	3915141
3.5	3915142	3915144
3.5	3915145	3915153
3.5	3915154	3915167
3.5	3915168	3915179
3.5	3915180	3915184
3.5	3915186	3915189
3.5	3915191	3915200
3.5	3915202	3915204
3.5	3915205	3915206
3.5	3915207	3915209
3.5	3915210	3915224
3.5	3915225	3915226
3.5	3915227	3915230
3.5	3915231	3915232
3.5	3915235	3915239
3.5	3915241	3915285
3.5	3915286	3915292
3.5	3915293	3915296
3.5	3915472	3915481
3.5	3915544	3915622
3.5	3916003	3916200
3.5	3916566	3916613
3.5	3916614	3916627
3.5	3916632	3916733
3.5	3916734	3916741
3.5	3922367	3922375
3.5	3922592	3922635
3.5	3922674	3922693
3.5	3923523	3923675
3.5	3923682	3923719
3.5	3923751	3923783
3.5	3924401	3924402
3.5	3924403	3924581
3.5	3924582	3924593
3.5	3924594	3924608
3.5	3924642	3924652
3.5	3924931	3925000
3.5	3925918	3925956
3.5	3926494	3926495
3.5	3926496	3926510
3.5	3926511	3926528
3.5	3926529	3926531
3.5	3926532	3926538
3.5	3926539	3926556
3.5	3926557	3926558
3.5	3926562	3926567
3.5	3926695	3926709
3.5	3928914	3928923
3.5	3928924	3928928
3.5	3928929	3928935
3.5	3929049	3929146
3.5	3929147	3929148
3.5	3929521	3929534
3.5	3930541	3930588
3.5	3932454	3932537
3.5	3934235	3934240
3.5	3934241	3934242
3.5	3934243	3934262
3.5	3934263	3934269
3.5	3934270	3934275
3.5	3934278	3934289
3.5	3934291	3934294
3.5	3934295	3934300
3.5	3934301	3934303
3.5	3934304	3934306
3.5	3934307	3934310
3.5	3934311	3934313
3.5	3934316	3934317
3.5	3934318	3934319
3.5	3934321	3934322
3.5	3934326	3934329
3.5	3934331	3934336
3.5	3934337	3934338
3.5	3934339	3934340
3.5	3934342	3934344
3.5	3934889	3934893
3.5	3934894	3934906
3.5	3935307	3935308
3.5	3935309	3935310
3.5	3935311	3935404
3.5	3935405	3935408
3.5	3935480	3935557
3.5	3935563	3935581
3.5	3936019	3936020
3.5	3936021	3936022
3.5	3936029	3936030
3.5	3936031	3936037
3.5	3936038	3936040
3.5	3936041	3936042
3.5	3936046	3936047
3.5	3936048	3936049
3.5	3936050	3936056
3.5	3936058	3936096
3.5	3936098	3936100
3.5	3936101	3936104
3.5	3936105	3936118
3.5	3936119	3936121
3.5	3936122	3936133
3.5	3936134	3936139
3.5	3936140	3936153
3.5	3936154	3936158
3.5	3936160	3936163
3.5	3938023	3938028
3.5	3938030	3938032
3.5	3938035	3938036
3.5	3938037	3938042
3.5	3938043	3938044
3.5	3938046	3938049
3.5	3938050	3938051
3.5	3938052	3938055
3.5	3938056	3938206
3.5	3938248	3938296
3.5	3938297	3938299
3.5	3938310	3938349
3.5	3939519	3939596
3.5	3939760	3939765
3.5	3939768	3939772
3.5	3939773	3939779
3.5	3939784	3939788
3.5	3939789	3939791
3.5	3939793	3939795
3.5	3939796	3939799
3.5	3939800	3939806
3.5	3939807	3939809
3.5	3939810	3939813
3.5	3939814	3939819
3.5	3939820	3939823
3.5	3939825	3939829
3.5	3939830	3939833
3.5	3939836	3939837
3.5	3939840	3939841
3.5	3939842	3939843
3.5	3939845	3939855
3.5	3939856	3939858
3.5	3939859	3939860
3.5	3939861	3939870
3.5	3939871	3939873
3.5	3939875	3939876
3.5	3939877	3939881
3.5	3939882	3939883
3.5	3939885	3939897
3.5	3939898	3939910
3.5	3941849	3941850
3.5	3941852	3941855
3.5	3941856	3941857
3.5	3941858	3941864
3.5	3941865	3941868
3.5	3941870	3941886
3.5	3941887	3941979
3.5	3941981	3941983
3.5	3941985	3941992
3.5	3942014	3942165
3.5	3942207	3942308
3.5	3942434	3942555
3.5	3943226	3943227
3.5	3944141	3944142
3.5	3944143	3944159
3.5	3944160	3944161
3.5	3944162	3944165
3.5	3944236	3944241
3.5	3944251	3944337
3.5	3944345	3944396
3.5	3944397	3944402
3.5	3944410	3944446
3.5	3944826	3944827
3.5	3945309	3945386
3.5	3945606	3945624
3.5	3945665	3945668
3.5	3945669	3945707
3.5	3945709	3945716
3.5	3945717	3945723
3.5	3945724	3945725
3.5	3945726	3945728
3.5	3945731	3945740
3.5	3945741	3945742
3.5	3945743	3945746
3.5	3945747	3945749
3.5	3945750	3945751
3.5	3945753	3945788
3.5	3945789	3945798
3.5	3945799	3945812
3.5	3945813	3945815
3.5	3948620	3948744
3.5	3948772	3948812
3.5	3950726	3950728
3.5	3950731	3950733
3.5	3950734	3950735
3.5	3950736	3950737
3.5	3950738	3950741
3.5	3950742	3950750
3.5	3950869	3950871
3.5	3950872	3950874
3.5	3950875	3950876
3.5	3954766	3954858
3.5	3954971	3954974
3.5	3954975	3954976
3.5	3954977	3954979
3.5	3954981	3954987
3.5	3954988	3954990
3.5	3954991	3954992
3.5	3954993	3954994
3.5	3954996	3954997
3.5	3954998	3955012
3.5	3955013	3955016
3.5	3955018	3955021
3.5	3955022	3955026
3.5	3955027	3955032
3.5	3956381	3956384
3.5	3956385	3956387
3.5	3956388	3956390
3.5	3956393	3956399
3.5	3956400	3956406
3.5	3956407	3956413
3.5	3956474	3956475
3.5	3956476	3956482
3.5	3956684	3956712
3.5	3956713	3956753
3.5	3956754	3956756
3.5	3956757	3956760
3.5	3956761	3956786
3.5	3956787	3956790
3.5	3957780	3957883
3.5	3957884	3957890
3.5	3957891	3957894
3.5	3957895	3957901
3.5	3957902	3958014
3.5	3958311	3958412
3.5	3959399	3959480
3.5	3959642	3959643
3.5	3959644	3959649
3.5	3959653	3959657
3.5	3959658	3959666
3.5	3959669	3959736
3.5	3959737	3959738
3.5	3959740	3959742
3.5	3959743	3959850
3.5	3959851	3959853
3.5	3960207	3960211
3.5	3960621	3960622
3.5	3960623	3960625
3.5	3960626	3960631
3.5	3960632	3960636
3.5	3960637	3960642
3.5	3960643	3960647
3.5	3960648	3960649
3.5	3960650	3960652
3.5	3960653	3960656
3.5	3960759	3960765
3.5	3960766	3960824
3.5	3960825	3960878
3.5	3960879	3960880
3.5	3960881	3960889
3.5	3960890	3960892
3.5	3960893	3960894
3.5	3960897	3960899
3.5	3960903	3960909
3.5	3960910	3960911
3.5	3960916	3960919
3.5	3960920	3960921
3.5	3960922	3960928
3.5	3960929	3960938
3.5	3960940	3960942
3.5	3960943	3960944
3.5	3960945	3960946
3.5	3960947	3960948
3.5	3961479	3961484
3.5	3961513	3961516
3.5	3961517	3961708
3.5	3961709	3961810
3.5	3961820	3961865
3.5	3961875	3961921
3.5	3961932	3962026
3.5	3962079	3962083
3.5	3962412	3962482
3.5	3962509	3962513
3.5	3964807	3964811
3.5	3964812	3964838
3.5	3964839	3964857
3.5	3964858	3964891
3.5	3967173	3967183
3.5	3967184	3967188
3.5	3967189	3967191
3.5	3967192	3967194
3.5	3971478	3971479
3.5	3971480	3971510
3.5	3971793	3971800
3.5	3971882	3971944
3.5	3972007	3972008
3.5	3972009	3972012
3.5	3972014	3972026
3.5	3972027	3972028
3.5	3972029	3972053
3.5	3972054	3972063
3.5	3972064	3972095
3.5	3974829	3974927
3.5	3975498	3975604
3.5	3975615	3975654
3.5	3976082	3976085
3.5	3976086	3976097
3.5	3976408	3976474
3.5	3976475	3976481
3.5	3976673	3976675
3.5	3976676	3976683
3.5	3976684	3976689
3.5	3976690	3976703
3.5	3976706	3976711
3.5	3976712	3976725
3.5	3976726	3976727
3.5	3976728	3976730
3.5	3976736	3976742
3.5	3976743	3976774
3.5	3976851	3976896
3.5	3977274	3977328
3.5	3978435	3978442
3.5	3980203	3980208
3.5	3980425	3980471
3.5	3980472	3980565
3.5	3980594	3980618
3.5	3980654	3980690
3.5	3980691	3980695
3.5	3985638	3985643
3.5	3985644	3985664
3.5	3985665	3985719
3.5	3985720	3985721
3.5	3988266	3988399
3.5	3988400	3988440
3.5	3988458	3988462
3.5	3988463	3988468
3.5	3988469	3988478
3.5	3988479	3988509
3.5	3988945	3988952
3.5	3988953	3988976
3.5	3988977	3988979
3.5	3989010	3989019
3.5	3989020	3989063
3.5	3989064	3989065
3.5	3989067	3989076
3.5	3989077	3989082
3.5	3989083	3989087
3.5	3989188	3989294
3.5	3989322	3989423
3.5	3989589	3989604
3.5	3989605	3989630
3.5	3989631	3989664
3.5	3989665	3989675
3.5	3989676	3989685
3.5	3989687	3989689
3.5	3990084	3990317
3.5	3990575	3990595
3.5	3990598	3990610
3.5	3990611	3990630
3.5	3990631	3990632
3.5	3990633	3990644
3.5	3990878	3990925
3.5	3990926	3990993
3.5	3991686	3991930
3.5	3991932	3991933
3.5	3991935	3991944
3.5	3991945	3991947
3.5	3991948	3991954
3.5	3991955	3991957
3.5	3991958	3991960
3.5	3992566	3992567
3.5	3992568	3992581
3.5	3992582	3992583
3.5	3992584	3992591
3.5	3992625	3992651
3.5	3992652	3992655
3.5	3992656	3992664
3.5	3992665	3992667
3.5	3992813	3992867
3.5	3992868	3992914
3.5	3993117	3993120
3.5	3993121	3993131
3.5	3993132	3993135
3.5	3993136	3993139
3.5	3993140	3993229
3.5	3993230	3993231
3.5	3993232	3993233
3.5	3993234	3993341
3.5	3993342	3993368
3.5	3993369	3993376
3.5	3993377	3993394
3.5	3993395	3993396
3.5	3993397	3993401
3.5	3993402	3993504
3.5	3993637	3993649
3.5	3993651	3993767
3.5	3993768	3993775
3.5	3993776	3993780
3.5	3993782	3993789
3.5	3993790	3993797
3.5	3993799	3993801
3.5	3993802	3993808
3.5	3993813	3993819
3.5	3993820	3993883
3.5	3993920	3993925
3.5	3993954	3994055
3.5	3994067	3994189
3.5	3994190	3994201
3.5	3994202	3994203
3.5	3994204	3994210
3.5	3994211	3994215
3.5	3994217	3994228
3.5	3994229	3994232
3.5	3994233	3994238
3.5	3994239	3994240
3.5	3994615	3994652
3.5	3994710	3994716
3.5	3994730	3994831
3.5	3995222	3995278
3.5	3995279	3995280
3.5	3995282	3995296
3.5	3995297	3995301
3.5	3995791	3995802
3.5	3995803	3995823
3.5	3995824	3995832
3.5	3995836	3995937
3.5	3996920	3997021
3.5	3997195	3997256
3.5	3997545	3997552
3.5	3997813	3997862
3.5	3997876	3997914
3.5	3998049	3998059
3.5	3998060	3998105
3.5	3998106	3998107
3.5	3998109	3998164
3.5	3998168	3998180
3.5	3998181	3998188
3.5	3998189	3998215
3.5	3998216	3998269
3.5	3998913	3998985
3.5	3999149	3999250
3.5	3999839	3999840
