sample	start	end	coverage
3	520000	529999	1.0
3	530000	539999	0.9
3	540000	549999	1.0
3	550000	559999	0.9
3	560000	569999	1.0
3	570000	579999	0.8
3	580000	589999	0.8
3	590000	599999	0.9
3	600000	609999	0.8
3	610000	619999	1.1
3	620000	629999	1.0
3	630000	639999	0.7
3	640000	649999	0.9
3	650000	659999	1.0
3	660000	669999	0.9
3	670000	679999	0.9
3	680000	689999	0.9
3	690000	699999	0.8
3	700000	709999	0.8
3	710000	719999	0.8
3	720000	729999	1.0
3	730000	739999	1.1
3	740000	749999	1.2
3	750000	759999	0.8
3	760000	769999	1.0
3	770000	779999	1.0
3	780000	789999	0.9
3	790000	799999	1.1
3	800000	809999	0.9
3	810000	819999	0.9
3	820000	829999	0.9
3	830000	839999	0.4
3	840000	849999	0.7
3	850000	859999	0.4
3	860000	869999	0.1
3	870000	879999	0.3
3	880000	889999	0.1
3	890000	899999	0.6
3	900000	909999	0.2
3	910000	919999	0.2
3	920000	929999	0.6
3	930000	939999	0.3
3	940000	949999	0.3
3	950000	959999	0.4
3	960000	969999	0.4
3	970000	979999	0.4
3	980000	989999	0.7
3	990000	999999	0.9
3	1000000	1009999	0.6
3	1010000	1019999	0.7
3	1020000	1029999	0.9
3	1030000	1039999	0.9
3	1040000	1049999	0.7
3	1050000	1059999	0.7
3	1060000	1069999	0.8
3	1070000	1079999	1.0
3	1080000	1089999	0.8
3	1090000	1099999	0.7
3	1100000	1109999	0.7
3	1110000	1119999	0.6
3	1120000	1129999	1.1
3	1130000	1139999	1.2
3	1140000	1149999	0.9
3	1150000	1159999	1.2
3	1160000	1169999	0.6
3	1170000	1179999	0.9
3	1180000	1189999	0.9
3	1190000	1199999	0.9
3	1200000	1209999	0.8
3	1210000	1219999	0.7
3	1220000	1229999	0.8
3	1230000	1239999	0.5
3	1240000	1249999	0.0
3	1250000	1259999	0.0
3	1260000	1269999	0.1
3	1270000	1279999	0.7
3	1280000	1289999	1.0
3	1290000	1299999	1.0
3	1300000	1309999	1.2
3	1310000	1319999	0.7
3	1320000	1329999	1.0
3	1330000	1339999	0.6
3	1340000	1349999	0.7
3	1350000	1359999	0.7
3	1360000	1369999	0.8
3	1370000	1379999	1.0
3	1380000	1389999	0.7
3	1390000	1399999	0.8
3	1400000	1409999	1.0
3	1410000	1419999	1.2
3	1420000	1429999	1.2
3	1430000	1439999	1.0
3	1440000	1449999	0.9
3	1450000	1459999	0.7
3	1460000	1469999	0.9
3	1470000	1479999	1.2
3	1480000	1489999	0.9
3	1490000	1499999	1.0
3	1500000	1509999	0.8
3	1510000	1519999	0.8
3	1520000	1529999	0.5
3	1530000	1539999	0.0
3	1540000	1549999	0.0
3	1550000	1559999	0.0
3	1560000	1569999	0.1
3	1570000	1579999	0.9
3	1580000	1589999	0.7
3	1590000	1599999	0.9
3	1600000	1609999	1.0
3	1610000	1619999	0.9
3	1620000	1629999	0.7
3	1630000	1639999	0.8
3	1640000	1649999	0.8
3	1650000	1659999	1.0
3	1660000	1669999	0.7
3	1670000	1679999	0.8
3	1680000	1689999	0.8
3	1690000	1699999	0.8
3	1700000	1709999	1.1
3	1710000	1719999	0.7
3	1720000	1729999	0.9
3	1730000	1739999	0.8
3	1740000	1749999	0.8
3	1750000	1759999	0.6
3	1760000	1769999	0.8
3	1770000	1779999	0.7
3	1780000	1789999	1.1
3	1790000	1799999	0.8
3	1800000	1809999	1.0
3	1810000	1819999	0.9
3	1820000	1829999	0.7
3	1830000	1839999	1.2
3	1840000	1849999	0.8
3	1850000	1859999	0.8
3	1860000	1869999	0.4
3	1870000	1879999	0.6
3	1880000	1889999	0.7
3	1890000	1899999	0.8
3	1900000	1909999	0.6
3	1910000	1919999	0.6
3	1920000	1929999	0.8
3	1930000	1939999	1.0
3	1940000	1949999	1.0
3	1950000	1959999	0.6
3	1960000	1969999	0.7
3	1970000	1979999	0.8
3	1980000	1989999	0.7
3	1990000	1999999	0.7
3	2000000	2009999	0.7
3	2010000	2019999	0.8
3	2020000	2029999	0.8
3	2030000	2039999	1.1
3	2040000	2049999	0.7
3	2050000	2059999	1.0
3	2060000	2069999	0.8
3	2070000	2079999	0.8
3	2080000	2089999	0.6
3	2090000	2099999	0.6
3	2100000	2109999	0.7
3	2110000	2119999	0.7
3	2120000	2129999	0.5
3	2130000	2139999	0.7
3	2140000	2149999	0.6
3	2150000	2159999	0.6
3	2160000	2169999	0.5
3	2170000	2179999	0.6
3	2180000	2189999	0.4
3	2190000	2199999	0.6
3	2200000	2209999	0.6
3	2210000	2219999	0.8
3	2220000	2229999	0.5
3	2230000	2239999	0.6
3	2240000	2249999	0.8
3	2250000	2259999	0.9
3	2260000	2269999	0.5
3	2270000	2279999	0.9
3	2280000	2289999	0.6
3	2290000	2299999	0.8
3	2300000	2309999	1.0
3	2310000	2319999	0.7
3	2320000	2329999	0.7
3	2330000	2339999	1.0
3	2340000	2349999	0.9
3	2350000	2359999	0.8
3	2360000	2369999	0.7
3	2370000	2379999	0.4
3	2380000	2389999	0.7
3	2390000	2399999	0.3
3	2400000	2409999	0.4
3	2410000	2419999	0.6
3	2420000	2429999	0.8
3	2430000	2439999	0.6
3	2440000	2449999	0.5
3	2450000	2459999	0.8
3	2460000	2469999	0.7
3	2470000	2479999	0.8
3	2480000	2489999	0.7
3	2490000	2499999	0.7
3	2500000	2509999	0.7
3	2510000	2519999	0.8
3	2520000	2529999	0.8
3	2530000	2539999	1.3
3	2540000	2549999	0.7
3	2550000	2559999	0.6
3	2560000	2569999	0.6
3	2570000	2579999	0.5
3	2580000	2589999	0.6
3	2590000	2599999	0.8
3	2600000	2609999	0.7
3	2610000	2619999	0.8
3	2620000	2629999	1.0
3	2630000	2639999	0.8
3	2640000	2649999	0.8
3	2650000	2659999	0.9
3	2660000	2669999	0.8
3	2670000	2679999	0.9
3	2680000	2689999	0.7
3	2690000	2699999	0.9
3	2700000	2709999	1.0
3	2710000	2719999	0.8
3	2720000	2729999	0.7
3	2730000	2739999	0.9
3	2740000	2749999	0.8
3	2750000	2759999	0.8
3	2760000	2769999	0.8
3	2770000	2779999	0.7
3	2780000	2789999	0.9
3	2790000	2799999	0.9
3	2800000	2809999	0.7
3	2810000	2819999	0.5
3	2820000	2829999	0.7
3	2830000	2839999	0.8
3	2840000	2849999	0.7
3	2850000	2859999	1.5
3	2860000	2869999	0.7
3	2870000	2879999	0.7
3	2880000	2889999	1.0
3	2890000	2899999	1.0
3	2900000	2909999	1.0
3	2910000	2919999	1.2
3	2920000	2929999	0.6
3	2930000	2939999	0.7
3	2940000	2949999	0.6
3	2950000	2959999	1.0
3	2960000	2969999	0.9
3	2970000	2979999	0.6
3	2980000	2989999	0.7
3	2990000	2999999	0.7
3	3000000	3009999	0.8
3	3010000	3019999	0.6
3	3020000	3029999	1.0
3	3030000	3039999	1.3
3	3040000	3049999	0.7
3	3050000	3059999	0.5
3	3060000	3069999	0.8
3	3070000	3079999	1.0
3	3080000	3089999	1.0
3	3090000	3099999	0.8
3	3100000	3109999	0.2
3	3110000	3119999	0.0
3	3120000	3129999	0.0
3	3130000	3139999	0.0
3	3140000	3149999	1.0
3	3150000	3159999	0.8
3	3160000	3169999	0.7
3	3170000	3179999	1.1
3	3180000	3189999	0.9
3	3190000	3199999	1.0
3	3200000	3209999	1.0
3	3210000	3219999	0.8
3	3220000	3229999	1.2
3	3230000	3239999	0.9
3	3240000	3249999	0.6
3	3250000	3259999	0.7
3	3260000	3269999	0.8
3	3270000	3279999	0.7
3	3280000	3289999	1.1
3	3290000	3299999	0.7
3	3300000	3309999	1.1
3	3310000	3319999	0.6
3	3320000	3329999	1.0
3	3330000	3339999	1.2
3	3340000	3349999	1.0
3	3350000	3359999	1.1
3	3360000	3369999	0.6
3	3370000	3379999	0.8
3	3380000	3389999	0.9
3	3390000	3399999	0.7
3	3400000	3409999	1.0
3	3410000	3419999	0.8
3	3420000	3429999	0.7
3	3430000	3439999	0.9
3	3440000	3449999	0.8
3	3450000	3459999	0.7
3	3460000	3469999	0.8
3	3470000	3479999	0.5
3	3480000	3489999	0.8
3	3490000	3499999	1.4
3	3500000	3509999	0.9
3	3510000	3519999	0.9
3	3520000	3529999	0.9
3	3530000	3539999	1.1
3	3540000	3549999	1.0
3	3550000	3559999	0.6
3	3560000	3569999	1.2
3	3570000	3579999	1.0
3	3580000	3589999	1.1
3	3590000	3599999	1.0
3	3600000	3609999	0.8
3	3610000	3619999	0.9
3	3620000	3629999	1.2
3	3630000	3639999	0.8
3	3640000	3649999	1.1
3	3650000	3659999	1.0
3	3660000	3669999	0.7
3	3670000	3679999	0.7
3	3680000	3689999	1.0
3	3690000	3699999	1.1
3	3700000	3709999	0.9
3	3710000	3719999	0.9
3	3720000	3729999	0.7
3	3730000	3739999	1.1
3	3740000	3749999	0.9
3	3750000	3759999	1.0
3	3760000	3769999	1.2
3	3770000	3779999	0.8
3	3780000	3789999	0.9
3	3790000	3799999	0.6
3	3800000	3809999	0.0
3	3810000	3819999	0.7
3	3820000	3829999	0.8
3	3830000	3839999	0.6
3	3840000	3849999	0.8
3	3850000	3859999	0.8
3	3860000	3869999	0.8
3	3870000	3879999	0.8
3	3880000	3889999	1.2
3	3890000	3899999	0.8
3	3900000	3909999	0.8
3	3910000	3919999	0.7
3	3920000	3929999	0.6
3	3930000	3939999	0.6
3	3940000	3949999	1.1
3	3950000	3959999	0.9
3	3960000	3969999	0.9
3	3970000	3979999	0.7
3	3980000	3989999	0.9
3	3990000	3999999	0.9
3	4000000	4009999	0.9
3	4010000	4019999	0.9
3	4020000	4029999	1.1
3	4030000	4039999	1.1
3	4040000	4049999	0.9
3	4050000	4059999	1.1
3	4060000	4069999	0.9
3	4070000	4079999	0.7
3	4080000	4089999	1.1
3	4090000	4099999	0.8
3	4100000	4109999	1.1
3	4110000	4119999	0.7
3	4120000	4129999	0.7
3	4130000	4139999	0.9
3	4140000	4149999	0.5
3	4150000	4159999	0.7
3	4160000	4169999	0.5
3	4170000	4179999	0.7
3	4180000	4189999	0.6
3	4190000	4199999	0.3
3	4200000	4209999	0.2
3	4210000	4219999	0.4
3	4220000	4229999	0.1
3	4230000	4239999	0.6
3	4240000	4249999	0.3
3	4250000	4259999	0.3
3	4260000	4269999	0.0
3	4270000	4279999	0.3
3	4280000	4289999	1.1
3	4290000	4299999	1.4
3	4300000	4309999	1.0
3	4310000	4319999	1.2
3	4320000	4329999	0.8
3	4330000	4339999	0.6
3	4340000	4349999	0.6
3	4350000	4359999	0.8
3	4360000	4369999	0.6
3	4370000	4379999	0.5
3	4380000	4389999	1.2
3	4390000	4399999	0.9
3	4400000	4409999	0.9
3	4410000	4419999	1.0
3	4420000	4429999	0.9
3	4430000	4439999	1.1
3	4440000	4449999	1.2
3	4450000	4459999	1.0
3	4460000	4469999	1.4
3	4470000	4479999	1.0
3	4480000	4489999	1.1
3	4490000	4499999	0.8
3	4500000	4509999	0.8
3	4510000	4519999	0.8
3	4520000	4529999	0.8
3	4530000	4539999	1.1
3	4540000	4549999	0.8
3	4550000	4559999	0.9
3	4560000	4569999	1.0
3	4570000	4579999	1.0
3	4580000	4589999	0.7
3	4590000	4599999	1.0
3	4600000	4609999	0.6
3	4610000	4619999	1.1
3	4620000	4629999	1.1
3	4630000	4639999	1.5
3	4640000	4649999	0.7
3	4650000	4659999	0.9
3	4660000	4669999	1.5
3	4670000	4679999	1.1
3	4680000	4689999	1.1
3	4690000	4699999	0.8
3	4700000	4709999	1.0
3	4710000	4719999	1.0
3	4720000	4729999	0.7
3	4730000	4739999	0.9
3	4740000	4749999	1.0
3	4750000	4759999	1.1
3	4760000	4769999	1.3
3	4770000	4779999	1.1
3	4780000	4789999	0.8
3	4790000	4799999	1.4
3	4800000	4809999	1.3
3	4810000	4819999	0.9
3	4820000	4829999	0.8
3	4830000	4839999	1.3
3	4840000	4849999	1.1
3	4850000	4859999	1.5
3	4860000	4869999	1.2
3	4870000	4879999	1.0
3	4880000	4889999	0.9
3	4890000	4899999	0.9
3	4900000	4900890	0.5
3.5	0	9999	0.8
3.5	10000	19999	0.8
3.5	20000	29999	0.8
3.5	30000	39999	0.8
3.5	40000	49999	1.0
3.5	50000	59999	0.8
3.5	60000	69999	0.8
3.5	70000	79999	1.0
3.5	80000	89999	0.5
3.5	90000	99999	0.8
3.5	100000	109999	1.0
3.5	110000	119999	0.9
3.5	120000	129999	0.5
3.5	130000	139999	0.8
3.5	140000	149999	0.6
3.5	150000	159999	0.6
3.5	160000	169999	0.4
3.5	170000	179999	1.0
3.5	180000	189999	1.0
3.5	190000	199999	0.6
3.5	200000	209999	0.7
3.5	210000	219999	0.7
3.5	220000	229999	0.7
3.5	230000	239999	0.8
3.5	240000	249999	0.6
3.5	250000	259999	0.5
3.5	260000	269999	0.6
3.5	270000	279999	0.4
3.5	280000	289999	0.8
3.5	290000	299999	1.1
3.5	300000	309999	0.8
3.5	310000	319999	0.8
3.5	320000	329999	0.7
3.5	330000	339999	0.8
3.5	340000	349999	0.6
3.5	350000	359999	0.7
3.5	360000	369999	0.7
3.5	370000	379999	0.7
3.5	380000	389999	0.7
3.5	390000	399999	0.9
3.5	400000	409999	0.6
3.5	410000	419999	0.8
3.5	420000	429999	0.8
3.5	430000	439999	0.7
3.5	440000	449999	0.6
3.5	450000	459999	0.8
3.5	460000	469999	0.9
3.5	470000	479999	0.5
3.5	480000	489999	0.6
3.5	490000	499999	0.9
3.5	500000	509999	0.9
3.5	510000	519999	1.1
3.5	520000	529999	0.8
3.5	530000	539999	0.8
3.5	540000	549999	1.0
3.5	550000	559999	0.7
3.5	560000	569999	0.8
3.5	570000	579999	0.6
3.5	580000	589999	0.8
3.5	590000	599999	0.6
3.5	600000	609999	0.6
3.5	610000	619999	0.5
3.5	620000	629999	0.9
3.5	630000	639999	1.1
3.5	640000	649999	1.1
3.5	650000	659999	0.7
3.5	660000	669999	0.5
3.5	670000	679999	0.7
3.5	680000	689999	0.8
3.5	690000	699999	0.5
3.5	700000	709999	0.7
3.5	710000	719999	0.8
3.5	720000	729999	0.7
3.5	730000	739999	0.6
3.5	740000	749999	0.7
3.5	750000	759999	0.6
3.5	760000	769999	0.9
3.5	770000	779999	0.4
3.5	780000	789999	0.6
3.5	790000	799999	0.6
3.5	800000	809999	0.8
3.5	810000	819999	0.7
3.5	820000	829999	0.5
3.5	830000	839999	0.1
3.5	840000	849999	0.5
3.5	850000	859999	0.2
3.5	860000	869999	0.1
3.5	870000	879999	0.2
3.5	880000	889999	0.1
3.5	890000	899999	0.3
3.5	900000	909999	0.1
3.5	910000	919999	0.1
3.5	920000	929999	0.5
3.5	930000	939999	0.3
3.5	940000	949999	0.2
3.5	950000	959999	0.3
3.5	960000	969999	0.4
3.5	970000	979999	0.5
3.5	980000	989999	0.6
3.5	990000	999999	0.6
3.5	1000000	1009999	0.7
3.5	1010000	1019999	0.7
3.5	1020000	1029999	0.6
3.5	1030000	1039999	0.6
3.5	1040000	1049999	0.7
3.5	1050000	1059999	0.7
3.5	1060000	1069999	0.8
3.5	1070000	1079999	0.8
3.5	1080000	1089999	0.8
3.5	1090000	1099999	0.6
3.5	1100000	1109999	0.7
3.5	1110000	1119999	0.5
3.5	1120000	1129999	0.6
3.5	1130000	1139999	0.7
3.5	1140000	1149999	1.0
3.5	1150000	1159999	0.4
3.5	1160000	1169999	0.6
3.5	1170000	1179999	0.5
3.5	1180000	1189999	0.8
3.5	1190000	1199999	0.5
3.5	1200000	1209999	0.5
3.5	1210000	1219999	0.8
3.5	1220000	1229999	0.5
3.5	1230000	1239999	0.6
3.5	1240000	1249999	0.0
3.5	1250000	1259999	0.0
3.5	1260000	1269999	0.0
3.5	1270000	1279999	0.6
3.5	1280000	1289999	0.5
3.5	1290000	1299999	0.5
3.5	1300000	1309999	0.6
3.5	1310000	1319999	0.7
3.5	1320000	1329999	0.4
3.5	1330000	1339999	0.5
3.5	1340000	1349999	0.4
3.5	1350000	1359999	0.8
3.5	1360000	1369999	0.6
3.5	1370000	1379999	0.7
3.5	1380000	1389999	0.5
3.5	1390000	1399999	0.5
3.5	1400000	1409999	0.8
3.5	1410000	1419999	0.5
3.5	1420000	1429999	0.9
3.5	1430000	1439999	0.6
3.5	1440000	1449999	0.5
3.5	1450000	1459999	0.6
3.5	1460000	1469999	0.6
3.5	1470000	1479999	0.5
3.5	1480000	1489999	0.5
3.5	1490000	1499999	0.6
3.5	1500000	1509999	0.8
3.5	1510000	1519999	0.7
3.5	1520000	1529999	0.5
3.5	1530000	1539999	0.0
3.5	1540000	1549999	0.0
3.5	1550000	1559999	0.0
3.5	1560000	1569999	0.1
3.5	1570000	1579999	0.4
3.5	1580000	1589999	0.6
3.5	1590000	1599999	0.4
3.5	1600000	1609999	0.5
3.5	1610000	1619999	0.8
3.5	1620000	1629999	0.7
3.5	1630000	1639999	0.6
3.5	1640000	1649999	0.8
3.5	1650000	1659999	0.6
3.5	1660000	1669999	0.5
3.5	1670000	1679999	0.5
3.5	1680000	1689999	0.6
3.5	1690000	1699999	0.5
3.5	1700000	1709999	0.5
3.5	1710000	1719999	0.5
3.5	1720000	1729999	0.3
3.5	1730000	1739999	0.8
3.5	1740000	1749999	0.5
3.5	1750000	1759999	0.6
3.5	1760000	1769999	0.5
3.5	1770000	1779999	0.4
3.5	1780000	1789999	0.6
3.5	1790000	1799999	0.4
3.5	1800000	1809999	0.4
3.5	1810000	1819999	0.4
3.5	1820000	1829999	0.5
3.5	1830000	1839999	0.6
3.5	1840000	1849999	0.3
3.5	1850000	1859999	0.5
3.5	1860000	1869999	0.5
3.5	1870000	1879999	0.6
3.5	1880000	1889999	0.6
3.5	1890000	1899999	0.5
3.5	1900000	1909999	0.4
3.5	1910000	1919999	0.5
3.5	1920000	1929999	0.3
3.5	1930000	1939999	0.6
3.5	1940000	1949999	0.7
3.5	1950000	1959999	0.3
3.5	1960000	1969999	0.8
3.5	1970000	1979999	0.7
3.5	1980000	1989999	0.4
3.5	1990000	1999999	0.4
3.5	2000000	2009999	0.6
3.5	2010000	2019999	0.5
3.5	2020000	2029999	0.5
3.5	2030000	2039999	0.4
3.5	2040000	2049999	0.4
3.5	2050000	2059999	0.5
3.5	2060000	2069999	0.5
3.5	2070000	2079999	0.7
3.5	2080000	2089999	0.7
3.5	2090000	2099999	0.7
3.5	2100000	2109999	0.6
3.5	2110000	2119999	0.5
3.5	2120000	2129999	0.6
3.5	2130000	2139999	0.3
3.5	2140000	2149999	0.7
3.5	2150000	2159999	0.8
3.5	2160000	2169999	0.6
3.5	2170000	2179999	0.5
3.5	2180000	2189999	0.5
3.5	2190000	2199999	0.4
3.5	2200000	2209999	0.4
3.5	2210000	2219999	0.8
3.5	2220000	2229999	0.4
3.5	2230000	2239999	0.5
3.5	2240000	2249999	0.7
3.5	2250000	2259999	0.5
3.5	2260000	2269999	0.4
3.5	2270000	2279999	0.7
3.5	2280000	2289999	0.6
3.5	2290000	2299999	0.4
3.5	2300000	2309999	0.7
3.5	2310000	2319999	0.6
3.5	2320000	2329999	0.7
3.5	2330000	2339999	0.4
3.5	2340000	2349999	0.7
3.5	2350000	2359999	0.5
3.5	2360000	2369999	0.5
3.5	2370000	2379999	0.2
3.5	2380000	2389999	0.2
3.5	2390000	2399999	0.3
3.5	2400000	2409999	0.3
3.5	2410000	2419999	0.5
3.5	2420000	2429999	0.5
3.5	2430000	2439999	0.4
3.5	2440000	2449999	0.5
3.5	2450000	2459999	0.5
3.5	2460000	2469999	0.5
3.5	2470000	2479999	0.8
3.5	2480000	2489999	0.6
3.5	2490000	2499999	0.6
3.5	2500000	2509999	0.4
3.5	2510000	2519999	0.5
3.5	2520000	2529999	0.4
3.5	2530000	2539999	0.8
3.5	2540000	2549999	0.7
3.5	2550000	2559999	0.6
3.5	2560000	2569999	0.6
3.5	2570000	2579999	0.5
3.5	2580000	2589999	0.5
3.5	2590000	2599999	0.6
3.5	2600000	2609999	0.6
3.5	2610000	2619999	0.7
3.5	2620000	2629999	0.5
3.5	2630000	2639999	0.6
3.5	2640000	2649999	0.6
3.5	2650000	2659999	0.6
3.5	2660000	2669999	0.4
3.5	2670000	2679999	0.7
3.5	2680000	2689999	0.8
3.5	2690000	2699999	0.4
3.5	2700000	2709999	0.5
3.5	2710000	2719999	0.5
3.5	2720000	2729999	0.6
3.5	2730000	2739999	0.8
3.5	2740000	2749999	0.8
3.5	2750000	2759999	0.6
3.5	2760000	2769999	0.5
3.5	2770000	2779999	0.5
3.5	2780000	2789999	0.6
3.5	2790000	2799999	0.3
3.5	2800000	2809999	0.5
3.5	2810000	2819999	0.6
3.5	2820000	2829999	0.6
3.5	2830000	2839999	0.4
3.5	2840000	2849999	0.5
3.5	2850000	2859999	0.7
3.5	2860000	2869999	0.8
3.5	2870000	2879999	0.5
3.5	2880000	2889999	0.6
3.5	2890000	2899999	0.5
3.5	2900000	2909999	0.5
3.5	2910000	2919999	0.6
3.5	2920000	2929999	0.5
3.5	2930000	2939999	0.7
3.5	2940000	2949999	0.9
3.5	2950000	2959999	0.9
3.5	2960000	2969999	0.5
3.5	2970000	2979999	0.4
3.5	2980000	2989999	0.5
3.5	2990000	2999999	0.6
3.5	3000000	3009999	0.6
3.5	3010000	3019999	0.7
3.5	3020000	3029999	0.5
3.5	3030000	3039999	0.8
3.5	3040000	3049999	0.6
3.5	3050000	3059999	0.6
3.5	3060000	3069999	0.5
3.5	3070000	3079999	0.6
3.5	3080000	3089999	0.6
3.5	3090000	3099999	0.6
3.5	3100000	3109999	0.1
3.5	3110000	3119999	0.0
3.5	3120000	3129999	0.0
3.5	3130000	3139999	0.0
3.5	3140000	3149999	0.5
3.5	3150000	3159999	0.6
3.5	3160000	3169999	0.7
3.5	3170000	3179999	0.7
3.5	3180000	3189999	0.7
3.5	3190000	3199999	0.5
3.5	3200000	3209999	0.9
3.5	3210000	3219999	0.3
3.5	3220000	3229999	0.5
3.5	3230000	3239999	0.8
3.5	3240000	3249999	0.5
3.5	3250000	3259999	0.6
3.5	3260000	3269999	0.8
3.5	3270000	3279999	0.6
3.5	3280000	3289999	0.7
3.5	3290000	3299999	0.5
3.5	3300000	3309999	0.9
3.5	3310000	3319999	0.5
3.5	3320000	3329999	0.6
3.5	3330000	3339999	0.7
3.5	3340000	3349999	0.5
3.5	3350000	3359999	0.6
3.5	3360000	3369999	0.5
3.5	3370000	3379999	0.7
3.5	3380000	3389999	0.8
3.5	3390000	3399999	0.6
3.5	3400000	3409999	0.9
3.5	3410000	3419999	0.8
3.5	3420000	3429999	0.7
3.5	3430000	3439999	0.5
3.5	3440000	3449999	0.5
3.5	3450000	3459999	0.3
3.5	3460000	3469999	0.5
3.5	3470000	3479999	0.6
3.5	3480000	3489999	0.5
3.5	3490000	3499999	0.5
3.5	3500000	3509999	0.5
3.5	3510000	3519999	0.6
3.5	3520000	3529999	0.5
3.5	3530000	3539999	0.5
3.5	3540000	3549999	0.4
3.5	3550000	3559999	0.5
3.5	3560000	3569999	0.7
3.5	3570000	3579999	0.6
3.5	3580000	3589999	0.5
3.5	3590000	3599999	0.7
3.5	3600000	3609999	0.5
3.5	3610000	3619999	0.6
3.5	3620000	3629999	0.7
3.5	3630000	3639999	0.6
3.5	3640000	3649999	0.6
3.5	3650000	3659999	0.5
3.5	3660000	3669999	0.7
3.5	3670000	3679999	0.7
3.5	3680000	3689999	0.7
3.5	3690000	3699999	0.7
3.5	3700000	3709999	0.5
3.5	3710000	3719999	0.6
3.5	3720000	3729999	0.4
3.5	3730000	3739999	0.6
3.5	3740000	3749999	0.7
3.5	3750000	3759999	0.6
3.5	3760000	3769999	0.7
3.5	3770000	3779999	0.7
3.5	3780000	3789999	0.6
3.5	3790000	3799999	0.4
3.5	3800000	3809999	0.0
3.5	3810000	3819999	0.6
3.5	3820000	3829999	0.5
3.5	3830000	3839999	0.6
3.5	3840000	3849999	0.4
3.5	3850000	3859999	0.4
3.5	3860000	3869999	0.6
3.5	3870000	3879999	0.7
3.5	3880000	3889999	0.8
3.5	3890000	3899999	0.6
3.5	3900000	3909999	0.9
3.5	3910000	3919999	1.0
3.5	3920000	3929999	0.6
3.5	3930000	3939999	0.5
3.5	3940000	3949999	0.7
3.5	3950000	3959999	0.8
3.5	3960000	3969999	0.7
3.5	3970000	3979999	0.6
3.5	3980000	3989999	0.5
3.5	3990000	3999999	1.0
3.5	4000000	4009999	0.4
3.5	4010000	4019999	0.7
3.5	4020000	4029999	0.7
3.5	4030000	4039999	0.7
3.5	4040000	4049999	0.8
3.5	4050000	4059999	0.8
3.5	4060000	4069999	0.7
3.5	4070000	4079999	0.7
3.5	4080000	4089999	0.8
3.5	4090000	4099999	0.6
3.5	4100000	4109999	0.6
3.5	4110000	4119999	0.7
3.5	4120000	4129999	0.9
3.5	4130000	4139999	0.5
3.5	4140000	4149999	0.4
3.5	4150000	4159999	0.6
3.5	4160000	4169999	0.3
3.5	4170000	4179999	0.3
3.5	4180000	4189999	0.6
3.5	4190000	4199999	0.3
3.5	4200000	4209999	0.0
3.5	4210000	4219999	0.4
3.5	4220000	4229999	0.0
3.5	4230000	4239999	0.4
3.5	4240000	4249999	0.3
3.5	4250000	4259999	0.2
3.5	4260000	4269999	0.0
3.5	4270000	4279999	0.2
3.5	4280000	4289999	0.7
3.5	4290000	4299999	0.7
3.5	4300000	4309999	0.6
3.5	4310000	4319999	1.2
3.5	4320000	4329999	0.5
3.5	4330000	4339999	0.5
3.5	4340000	4349999	0.2
3.5	4350000	4359999	0.5
3.5	4360000	4369999	0.4
3.5	4370000	4379999	0.5
3.5	4380000	4389999	0.8
3.5	4390000	4399999	0.9
3.5	4400000	4409999	0.6
3.5	4410000	4419999	0.8
3.5	4420000	4429999	0.5
3.5	4430000	4439999	0.5
3.5	4440000	4449999	1.0
3.5	4450000	4459999	0.7
3.5	4460000	4469999	0.9
3.5	4470000	4479999	0.8
3.5	4480000	4489999	0.8
3.5	4490000	4499999	0.7
3.5	4500000	4509999	0.6
3.5	4510000	4519999	0.7
3.5	4520000	4529999	0.6
3.5	4530000	4539999	0.7
3.5	4540000	4549999	0.7
3.5	4550000	4559999	0.8
3.5	4560000	4569999	0.8
3.5	4570000	4579999	0.6
3.5	4580000	4589999	0.9
3.5	4590000	4599999	0.9
3.5	4600000	4609999	0.6
3.5	4610000	4619999	0.8
3.5	4620000	4629999	0.6
3.5	4630000	4639999	0.8
3.5	4640000	4649999	0.7
3.5	4650000	4659999	0.8
3.5	4660000	4669999	0.6
3.5	4670000	4679999	0.7
3.5	4680000	4689999	0.8
3.5	4690000	4699999	0.7
3.5	4700000	4709999	1.0
3.5	4710000	4719999	0.7
3.5	4720000	4729999	0.8
3.5	4730000	4739999	0.6
3.5	4740000	4749999	0.8
3.5	4750000	4759999	0.7
3.5	4760000	4769999	0.8
3.5	4770000	4779999	1.0
3.5	4780000	4789999	0.5
3.5	4790000	4799999	0.7
3.5	4800000	4809999	0.8
3.5	4810000	4819999	0.9
3.5	4820000	4829999	0.7
3.5	4830000	4839999	0.5
3.5	4840000	4849999	0.7
3.5	4850000	4859999	0.4
3.5	4860000	4869999	0.7
3.5	4870000	4879999	0.7
3.5	4880000	4889999	0.7
3.5	4890000	4899999	1.0
3.5	4900000	4900890	1.2
4	0	9999	0.1
4	10000	19999	0.0
4	20000	29999	0.0
4	30000	39999	0.0
4	40000	49999	0.0
4	50000	59999	0.0
4	60000	69999	0.1
4	70000	79999	0.0
4	80000	89999	0.0
4	90000	99999	0.0
4	100000	109999	0.0
4	110000	119999	0.0
4	120000	129999	0.1
4	130000	139999	0.0
4	140000	149999	0.0
4	150000	159999	0.0
4	160000	169999	0.0
4	170000	179999	0.0
4	180000	189999	0.0
4	190000	199999	0.0
4	200000	209999	0.0
4	210000	219999	0.0
4	220000	229999	0.0
