sample	ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
LS_9_24_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	25.426	85254	0.301	55	80791	1.661	79044	97.838	1743	2.160	104	0.129	3499443	71.952	1747050	35.921	21	364853
LS_9_24_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.404	50218	0.081	0	19937	0.393	18511	92.847	1426	7.153	0	0.000	802276	15.809	459068	9.046	19	526621
LS_9_24_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.490	56786	0.084	0	24074	0.487	22064	91.651	2008	8.343	5	0.021	988556	19.987	590648	11.942	22	441900
LS_9_24_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	2.212	28851	0.098	3	19808	0.428	18831	95.068	976	4.931	14	0.071	2489093	53.807	1610598	34.816	21	296396
LS_9_24_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.470	84046	0.134	0	36624	0.762	34914	95.331	1710	4.669	2	0.005	775570	16.134	454158	9.448	9	172647
LS_9_24_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	1.034	45301	0.070	1	28860	0.565	26914	93.257	1946	6.743	2	0.007	2133695	41.800	1494034	29.269	37	625777
LS_9_24_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	2.591	28923	0.101	4	21422	0.466	20500	95.696	922	4.304	2	0.009	2547737	55.443	1608048	34.994	19	239564
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.424	18354	0.049	0	9792	0.194	9284	94.812	508	5.188	0	0.000	856817	16.933	457438	9.040	24	520701
LS_10_27_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.447	97081	0.261	0	8535	0.164	8224	96.356	311	3.644	0	0.000	959173	18.426	605359	11.629	18	399925
LS_10_27_2013	Esch_coli_D5	NZ_CP010145.1	4817460	99.417	2030066	10.466	110	2304309	47.832	2302377	99.916	1925	0.084	287	0.012	2766729	57.431	518881	10.771	8	84969
LS_10_27_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	17.256	44805	0.197	30	61521	1.265	60551	98.423	970	1.578	57	0.093	3395770	69.820	1486848	30.571	23	376960
LS_10_27_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.408	27335	0.055	0	32669	0.644	32251	98.720	418	1.280	1	0.003	659810	13.002	333867	6.579	21	513904
LS_10_27_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.431	30136	0.056	0	17666	0.357	17143	97.040	523	2.961	1	0.006	789760	15.967	428572	8.665	16	351112
LS_10_27_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.382	15069	0.064	1	9634	0.208	9455	98.142	179	1.858	1	0.010	2262414	48.907	1513556	32.719	20	270152
LS_10_27_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.761	57823	0.115	0	315609	6.566	315129	99.848	480	0.152	12	0.004	643864	13.394	334086	6.950	7	88010
LS_10_27_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.716	23342	0.045	0	11713	0.229	11435	97.627	278	2.373	0	0.000	1912541	37.467	1370667	26.852	28	564688
LS_10_27_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.874	15819	0.069	2	9477	0.206	9301	98.143	176	1.857	0	0.000	2327207	50.644	1444177	31.428	19	217456
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.457	16849	0.045	0	17005	0.336	15562	91.514	1443	8.486	1	0.006	856483	16.927	423983	8.379	28	652145
LS_11_10_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.472	80299	0.220	0	17478	0.336	16088	92.047	1390	7.954	3	0.017	952036	18.288	565465	10.862	25	675812
LS_11_10_2013	Esch_coli_D5	NZ_CP010145.1	4817460	79.750	1636358	8.579	88	2293826	47.615	2292035	99.922	1769	0.077	584	0.025	2766344	57.423	510291	10.593	11	113045
LS_11_10_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	14.787	34382	0.154	24	65770	1.352	64295	97.757	1473	2.241	48	0.073	3377338	69.441	1402245	28.831	22	396212
LS_11_10_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.336	21056	0.043	0	13651	0.269	12684	92.916	967	7.084	0	0.000	612843	12.076	310288	6.114	26	680149
LS_11_10_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.434	25366	0.048	0	22886	0.463	20983	91.685	1903	8.317	4	0.017	773633	15.641	394257	7.971	27	567553
LS_11_10_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.438	13120	0.056	1	12798	0.277	12187	95.226	610	4.769	6	0.047	2219599	47.981	1407899	30.435	20	298839
LS_11_10_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.349	38079	0.077	0	17063	0.355	15778	92.469	1285	7.533	5	0.029	603959	12.564	311556	6.481	19	417238
LS_11_10_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.749	20850	0.041	0	19649	0.385	18246	92.860	1403	7.140	0	0.000	1871132	36.656	1287704	25.227	29	621245
LS_11_10_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.960	13676	0.060	2	15394	0.335	14657	95.212	737	4.788	1	0.006	2281261	49.644	1316872	28.657	20	250865
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.392	15710	0.037	0	3631	0.072	3557	97.962	74	2.039	1	0.028	803946	15.889	421074	8.322	24	613087
LS_12_14_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.405	85116	0.201	0	6192	0.119	6071	98.046	121	1.954	1	0.016	892823	17.151	567376	10.899	29	734720
LS_12_14_2013	Esch_coli_D5	NZ_CP010145.1	4817460	88.464	1792883	8.113	98	2304345	47.833	2302781	99.932	1557	0.068	305	0.013	2755928	57.207	487520	10.120	12	133394
LS_12_14_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	15.473	29259	0.113	26	50302	1.034	49797	98.996	505	1.004	18	0.036	3364618	69.180	1440057	29.609	26	434723
LS_12_14_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.323	18267	0.032	0	10802	0.213	10671	98.787	131	1.213	1	0.009	574543	11.322	293426	5.782	21	597672
LS_12_14_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.390	26201	0.042	0	8556	0.173	8381	97.955	175	2.046	1	0.012	740560	14.973	395241	7.991	24	502866
LS_12_14_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.371	12798	0.048	1	8085	0.175	7979	98.689	106	1.311	0	0.000	2218726	47.962	1453639	31.423	18	263845
LS_12_14_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.475	45112	0.078	0	87451	1.819	87306	99.834	145	0.166	2	0.002	559816	11.646	311068	6.471	6	107921
LS_12_14_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.701	20451	0.035	0	8531	0.167	8448	99.027	83	0.973	0	0.000	1859851	36.435	1306609	25.597	29	584827
LS_12_14_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.878	13644	0.052	2	8493	0.185	8396	98.858	97	1.142	0	0.000	2276402	49.538	1367857	29.767	19	241095
LS_2_17_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.309	3309	0.012	0	9494	0.188	9336	98.336	158	1.664	0	0.000	521655	10.310	214139	4.232	30	900029
LS_2_17_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.329	5913	0.022	0	9401	0.181	9203	97.894	198	2.106	0	0.000	555673	10.674	240132	4.613	23	591781
LS_2_17_2014	Esch_coli_D5	NZ_CP010145.1	4817460	0.389	3750	0.027	0	23185	0.481	23015	99.267	170	0.733	0	0.000	460665	9.562	110136	2.286	20	406449
LS_2_17_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.373	8678	0.053	0	28811	0.592	28526	99.011	285	0.989	0	0.000	408430	8.398	92492	1.902	23	497675
LS_2_17_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	1.642	14880	0.041	1	31562	0.622	31225	98.932	337	1.068	6	0.019	2271035	44.752	1210964	23.863	46	668846
LS_2_17_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.529	11648	0.030	0	15964	0.323	15647	98.014	317	1.986	0	0.000	922756	18.656	459216	9.284	30	507786
LS_2_17_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.591	5374	0.032	0	127260	2.751	126960	99.764	300	0.236	5	0.004	558345	12.070	96621	2.089	12	204396
LS_2_17_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	47.256	1517819	4.165	47	4326737	90.010	4326510	99.995	224	0.005	403	0.009	894235	18.603	82070	1.707	0	0
LS_2_17_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.302	4656	0.012	0	22668	0.444	22426	98.932	242	1.068	1	0.004	362294	7.097	76322	1.495	18	512377
LS_2_17_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.657	7396	0.044	0	168278	3.662	168077	99.881	201	0.119	0	0.000	557080	12.123	77221	1.680	22	325800
LS_3_23_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.296	5722	0.014	0	3578	0.071	3484	97.373	94	2.627	0	0.000	625707	12.366	326599	6.455	27	860775
LS_3_23_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.304	9914	0.025	0	3700	0.071	3599	97.270	101	2.730	0	0.000	660062	12.680	351897	6.760	29	912029
LS_3_23_2014	Esch_coli_D5	NZ_CP010145.1	4817460	0.253	5103	0.025	0	2299	0.048	2261	98.347	38	1.653	0	0.000	437764	9.087	192257	3.991	25	770095
LS_3_23_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.246	14384	0.059	0	3665	0.075	3496	95.389	169	4.611	0	0.000	390078	8.020	168713	3.469	25	875123
LS_3_23_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	2.024	27187	0.051	2	30438	0.600	30110	98.922	328	1.078	3	0.010	2481169	48.892	1504619	29.649	52	728888
LS_3_23_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.488	21407	0.037	0	9581	0.194	9376	97.860	205	2.140	1	0.010	1073299	21.700	675049	13.648	25	489450
LS_3_23_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.254	1024	0.004	0	1735	0.038	1721	99.193	14	0.807	0	0.000	417048	9.015	164887	3.564	32	954103
LS_3_23_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	88.484	2851435	5.296	89	4311891	89.701	4311659	99.995	232	0.005	303	0.007	893211	18.582	130263	2.710	0	0
LS_3_23_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.250	6716	0.012	0	2337	0.046	2279	97.518	58	2.482	0	0.000	420788	8.243	154200	3.021	30	986610
LS_3_23_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.251	1685	0.007	0	718	0.016	711	99.025	7	0.975	0	0.000	394657	8.588	145941	3.176	23	757167
LS_5_4_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.364	8854	0.026	0	8490	0.168	8376	98.657	114	1.343	2	0.024	740609	14.637	404535	7.995	24	580065
LS_5_4_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.373	15574	0.047	0	13797	0.265	13656	98.978	141	1.022	1	0.007	787757	15.133	439917	8.451	19	500786
LS_5_4_2014	Esch_coli_D5	NZ_CP010145.1	4817460	0.308	7846	0.046	0	6627	0.138	6523	98.431	104	1.569	0	0.000	516474	10.721	250672	5.203	12	309511
LS_5_4_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.278	21544	0.107	0	5765	0.119	5604	97.207	161	2.793	0	0.000	464647	9.554	226243	4.652	23	687560
LS_5_4_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	2.486	41316	0.093	3	62615	1.234	62099	99.176	516	0.824	5	0.008	2627876	51.783	1660512	32.721	43	592590
LS_5_4_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	1.513	61010	0.127	1	856842	17.324	856282	99.935	560	0.065	24	0.003	1237555	25.021	729833	14.756	29	338987
LS_5_4_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.284	1549	0.007	0	3395	0.073	3356	98.851	39	1.149	0	0.000	489967	10.592	224305	4.849	26	716633
LS_5_4_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	130.819	4224287	9.433	133	4339020	90.266	4338768	99.994	249	0.006	267	0.006	901237	18.749	113067	2.352	1	7343
LS_5_4_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.295	10381	0.023	0	6436	0.126	6341	98.524	95	1.476	0	0.000	505471	9.902	215322	4.218	17	453772
LS_5_4_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.298	2715	0.013	0	3222	0.070	3192	99.069	30	0.931	0	0.000	478345	10.410	201233	4.379	19	523922
LS_6_16_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.452	8510	0.022	0	37761	0.746	37549	99.439	212	0.561	0	0.000	730497	14.437	351289	6.943	21	420174
LS_6_16_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.571	17087	0.045	0	124750	2.396	124570	99.856	180	0.144	0	0.000	786487	15.108	387920	7.452	14	317500
LS_6_16_2014	Esch_coli_D5	NZ_CP010145.1	4817460	0.279	5595	0.029	0	4600	0.095	4540	98.696	60	1.304	0	0.000	464239	9.637	206451	4.285	22	622059
LS_6_16_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.271	16295	0.071	0	6636	0.136	6455	97.272	181	2.728	0	0.000	416750	8.569	184195	3.787	22	645038
LS_6_16_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	1.996	30963	0.061	2	36640	0.722	36210	98.826	430	1.174	2	0.005	2523374	49.724	1597913	31.487	47	576044
LS_6_16_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.508	24319	0.044	0	14020	0.283	13769	98.210	249	1.777	6	0.043	1121596	22.676	725085	14.660	21	378797
LS_6_16_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.277	1226	0.005	0	2525	0.055	2496	98.851	29	1.149	0	0.000	440981	9.533	180336	3.898	26	772051
LS_6_16_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	99.496	3212980	6.294	101	4317023	89.808	4316801	99.995	219	0.005	353	0.008	898289	18.687	124198	2.584	1	5782
LS_6_16_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.270	7915	0.015	0	6914	0.135	6796	98.293	118	1.707	2	0.029	443602	8.690	172727	3.384	29	861224
LS_6_16_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.284	2224	0.010	0	4705	0.102	4642	98.661	63	1.340	2	0.043	432711	9.417	161630	3.517	27	716563
LS_8_22_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.547	11213	0.024	0	43184	0.853	42548	98.527	636	1.473	0	0.000	796394	15.739	308984	6.107	34	645039
LS_8_22_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.569	11719	0.025	0	46519	0.894	45652	98.136	867	1.864	1	0.002	883621	16.974	360341	6.922	38	722335
LS_8_22_2014	Esch_coli_D5	NZ_CP010145.1	4817460	2.653	39664	0.163	2	109331	2.269	108120	98.892	1211	1.108	26	0.024	2229539	46.280	890064	18.476	22	222421
LS_8_22_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	2.579	50249	0.176	2	129943	2.672	128075	98.562	1865	1.436	34	0.026	2173555	44.690	907798	18.665	28	325863
LS_8_22_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	1.238	11211	0.018	0	65328	1.287	64377	98.544	951	1.456	8	0.012	1762696	34.735	606133	11.944	35	547929
LS_8_22_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.741	16884	0.025	0	71094	1.437	70082	98.577	1011	1.422	8	0.011	962624	19.462	339045	6.855	31	421158
LS_8_22_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	9.671	207282	0.699	11	497574	10.756	494747	99.432	2827	0.568	71	0.014	2593790	56.070	874008	18.894	16	127599
LS_8_22_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	12.886	397398	0.627	12	4229893	87.995	4229648	99.994	243	0.006	1934	0.046	960747	19.987	42333	0.881	0	0
LS_8_22_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.950	50342	0.077	0	85366	1.672	83943	98.333	1423	1.667	0	0.000	1438588	28.182	881538	17.270	42	570313
LS_8_22_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	14.255	291083	1.003	16	939272	20.440	936113	99.664	3157	0.336	90	0.010	2519776	54.835	649923	14.143	15	148348
LS_8_25_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.594	23166	0.043	0	35410	0.700	34690	97.967	720	2.033	0	0.000	945074	18.678	434491	8.587	25	486374
LS_8_25_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.635	23622	0.045	0	49910	0.959	49000	98.177	910	1.823	1	0.002	1019699	19.588	492541	9.462	18	317169
LS_8_25_2014	Esch_coli_D5	NZ_CP010145.1	4817460	3.180	87535	0.319	3	168173	3.491	167144	99.388	1029	0.612	106	0.063	2569474	53.337	1402518	29.113	12	119308
LS_8_25_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	2.981	102924	0.320	3	95117	1.956	93547	98.349	1569	1.650	29	0.030	2508393	51.575	1435941	29.524	24	272929
LS_8_25_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.957	22999	0.033	0	155805	3.070	154649	99.258	1156	0.742	22	0.014	1114558	21.963	289223	5.699	23	417847
LS_8_25_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.713	34695	0.045	0	88048	1.780	86918	98.717	1130	1.284	27	0.031	923817	18.678	434458	8.784	13	197062
LS_8_25_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	15.718	440913	1.319	24	399893	8.645	396391	99.124	3499	0.875	115	0.029	2773338	59.952	1284628	27.770	13	118459
LS_8_25_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	3.231	91970	0.129	3	2526106	52.551	2525334	99.969	770	0.030	1117	0.044	1014968	21.115	131498	2.736	0	0
LS_8_25_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	1.346	106166	0.144	1	93238	1.827	91442	98.074	1794	1.924	15	0.016	1753176	34.345	1127524	22.089	46	486095
LS_8_25_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	24.399	618132	1.892	35	715956	15.580	712395	99.503	3557	0.497	138	0.019	2655864	57.796	1088300	23.683	13	106919
LS_9_28_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.389	21042	0.053	0	9725	0.192	9400	96.658	325	3.343	4	0.041	645293	12.753	281264	5.559	28	712068
LS_9_28_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.411	15317	0.039	0	7641	0.147	7461	97.644	180	2.357	3	0.039	739368	14.203	341145	6.553	25	650005
LS_9_28_2014	Esch_coli_D5	NZ_CP010145.1	4817460	14.790	82415	0.406	21	93950	1.950	93054	99.046	896	0.955	98	0.104	3345755	69.451	1203859	24.989	25	318341
LS_9_28_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	55.536	1185644	4.991	63	2110919	43.402	2109531	99.934	1386	0.066	167	0.008	2659749	54.687	532862	10.956	17	315356
LS_9_28_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.276	10522	0.020	0	7158	0.141	6844	95.613	313	4.378	8	0.112	430175	8.477	167809	3.307	20	635288
LS_9_28_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.394	18551	0.033	0	12340	0.249	11993	97.188	347	2.812	1	0.008	643159	13.003	295355	5.971	25	525136
LS_9_28_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.502	19756	0.080	1	15385	0.333	15128	98.330	257	1.671	3	0.019	2167394	46.853	1337132	28.905	23	230131
LS_9_28_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.360	8533	0.016	0	31930	0.664	31737	99.396	193	0.604	1	0.003	411176	8.554	155921	3.244	4	76484
LS_9_28_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.719	22604	0.042	0	11381	0.223	11180	98.234	201	1.766	1	0.009	1737795	34.044	1171401	22.948	31	631723
LS_9_28_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.567	19604	0.081	1	17168	0.374	16924	98.579	244	1.421	0	0.000	2215063	48.203	1361090	29.620	23	234278
LS_11_16_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.443	22555	0.040	0	11043	0.218	10754	97.383	289	2.618	5	0.045	725081	14.330	301768	5.964	23	465570
LS_11_16_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	0.473	17025	0.031	0	12997	0.250	12757	98.153	240	1.847	0	0.000	828284	15.911	365290	7.017	19	387043
LS_11_16_2014	Esch_coli_D5	NZ_CP010145.1	4817460	15.685	89888	0.312	23	92860	1.928	91957	99.028	903	0.974	120	0.129	3377214	70.104	1246277	25.870	21	241221
LS_11_16_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	60.350	1288972	3.824	69	2111046	43.405	2109455	99.925	1588	0.075	162	0.008	2661410	54.721	551392	11.337	19	245708
LS_11_16_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.542	11930	0.016	0	22402	0.441	22084	98.580	318	1.420	4	0.018	758140	14.939	185895	3.663	28	513907
LS_11_16_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.479	20236	0.025	0	23071	0.466	22635	98.110	436	1.890	1	0.004	743722	15.037	317958	6.428	17	307312
LS_11_16_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.496	21406	0.061	1	15356	0.332	15102	98.346	254	1.654	0	0.000	2201018	47.580	1386502	29.972	18	214452
LS_11_16_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	2.208	61786	0.083	2	1873190	38.968	1872870	99.983	320	0.017	263	0.014	749788	15.598	95414	1.985	0	0
LS_11_16_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.735	24997	0.032	0	15485	0.303	15091	97.456	394	2.545	1	0.006	1768336	34.642	1207058	23.647	27	446567
LS_11_16_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	2.086	21599	0.063	2	21755	0.473	21375	98.253	380	1.747	0	0.000	2246277	48.883	1243775	27.067	16	173376
LS_12_7_2014	Esch_coli_EC-1639	NZ_LR025101.1	5059899	1.376	15782	0.043	1	426969	8.438	425232	99.593	1736	0.407	63	0.015	1310514	25.900	116604	2.304	52	581450
LS_12_7_2014	Esch_coli_118UI	NZ_CP032515.1	5205677	2.224	48590	0.134	2	1408237	27.052	1406663	99.888	1574	0.112	11	0.001	1343146	25.802	109030	2.094	25	340445
LS_12_7_2014	Esch_coli_D5	NZ_CP010145.1	4817460	0.292	2306	0.012	0	25338	0.526	25013	98.717	325	1.283	0	0.000	317401	6.589	62200	1.291	24	642583
LS_12_7_2014	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.314	5972	0.027	0	44722	0.920	44148	98.717	574	1.284	14	0.031	269115	5.533	49863	1.025	8	206141
LS_12_7_2014	Esch_coli_PA45B	NZ_CP021288.1	5074754	1.724	9667	0.020	1	98974	1.950	97712	98.725	1262	1.275	15	0.015	1937510	38.179	596233	11.749	45	523509
LS_12_7_2014	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.710	9602	0.018	0	126244	2.552	124962	98.985	1282	1.016	27	0.021	852505	17.236	246558	4.985	28	396302
LS_12_7_2014	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.268	1297	0.006	0	22468	0.486	22208	98.843	260	1.157	0	0.000	290158	6.272	44418	0.960	25	737478
LS_12_7_2014	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	22.070	701328	1.422	22	4305459	89.567	4305236	99.995	221	0.005	821	0.019	900120	18.725	44680	0.929	0	0
LS_12_7_2014	Esch_coli_Santai	NZ_CP007592.1	5104557	0.279	3909	0.008	0	57788	1.132	56921	98.500	867	1.501	20	0.035	281093	5.507	37523	0.735	31	923791
LS_12_7_2014	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.272	2203	0.010	0	37337	0.813	36695	98.281	642	1.721	25	0.067	264969	5.766	38487	0.838	25	669820
