sample	ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
LS_2_8_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.562	301	0.002	0	8499	6.624	8449	99.412	50	0.589	3	0.035	8878	6.919	344	0.268	1	29577
LS_2_8_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.192	121	0.000	0	2760	3.494	2728	98.841	32	1.159	0	0.000	399	0.505	0	0.000	1	51681
LS_2_8_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.202	3975	0.018	0	32743	0.641	29774	90.932	2969	9.068	0	0.000	195569	3.831	16731	0.328	22	827125
LS_2_8_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.259	2542	0.026	0	21936	0.477	20630	94.046	1306	5.954	0	0.000	212671	4.628	10411	0.227	13	383988
LS_2_8_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.112	46	0.000	0	863	0.981	855	99.073	8	0.927	0	0.000	3275	3.722	2365	2.688	0	0
LS_2_8_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.271	343	0.002	0	1339	2.626	1216	90.814	123	9.186	0	0.000	951	1.865	2146	4.208	0	0
LS_2_8_2013	TOTAL	-	50385128	0.333	54421	0.357	0	753739	1.496	731904	97.103	21834	2.898	306	0.041	2743993	5.446	149572	0.297	144	4908581
LS_2_25_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	1.398	34733	0.237	1	1126703	22.267	1126656	99.996	47	0.004	13	0.001	732483	14.476	157	0.003	1	29062
LS_2_25_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	1.855	934	0.006	2	27189	28.705	27184	99.982	5	0.018	15	0.055	19786	20.889	2180	2.302	0	0
LS_2_25_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_2_25_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_2_25_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.014	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_2_25_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.641	5534	0.038	0	75748	1.455	75636	99.852	112	0.148	0	0.000	698130	13.411	1786	0.034	16	367230
LS_2_25_2013	Esch_coli_118UI	NZ_CP032517.1	4724	0.097	4	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_2_25_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.406	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	10422	11.538	3	0.003	1	26006
LS_2_25_2013	Esch_coli_D5	NZ_CP010145.1	4817460	0.084	856	0.011	0	4407	0.091	4327	98.185	80	1.815	0	0.000	40186	0.834	199	0.004	2	128126
LS_2_25_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.185	22	0.000	0	343	0.304	341	99.417	2	0.583	0	0.000	5925	5.249	1205	1.068	1	60739
LS_2_25_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.112	6	0.000	0	168	0.189	167	99.405	1	0.595	0	0.000	2315	2.608	0	0.000	0	0
LS_2_25_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.058	312	0.004	0	4245	0.087	4188	98.657	57	1.343	0	0.000	24905	0.512	79	0.002	7	798493
LS_2_25_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.252	93	0.000	0	1909	1.515	1826	95.652	83	4.352	2	0.105	5267	4.181	91	0.072	1	41432
LS_2_25_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.056	355	0.002	0	5194	0.102	5062	97.459	132	2.541	0	0.000	44517	0.877	200	0.004	10	1249448
LS_2_25_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.698	519	0.003	0	14049	9.546	13887	98.847	162	1.153	0	0.000	11331	7.699	534	0.363	2	43816
LS_2_25_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.105	819	0.004	0	8042	0.163	7940	98.732	102	1.268	1	0.012	76314	1.543	134	0.003	4	242922
LS_2_25_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.266	170	0.001	0	4425	2.807	4353	98.373	72	1.629	4	0.090	5579	3.539	134	0.085	2	78621
LS_2_25_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.065	928	0.010	0	26694	0.577	26286	98.472	407	1.527	44	0.165	25150	0.544	335	0.007	14	1567949
LS_2_25_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.057	288	0.001	0	1771	0.037	1635	92.321	136	7.679	0	0.000	47863	0.996	519	0.011	8	1123514
LS_2_25_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	1.003	559	0.003	0	16075	12.529	15938	99.148	137	0.853	9	0.056	18437	14.370	551	0.429	3	38608
LS_2_25_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.689	460	0.001	0	13116	16.604	12918	98.490	198	1.510	3	0.023	848	1.074	430	0.544	2	38670
LS_2_25_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.046	329	0.002	0	3397	0.067	3215	94.642	182	5.358	0	0.000	29363	0.575	2825	0.055	5	830505
LS_2_25_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.041	104	0.001	0	294	0.006	288	97.959	6	2.041	0	0.000	22853	0.497	390	0.008	4	658953
LS_2_25_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.241	241	0.001	0	2930	3.330	2843	97.031	87	2.970	1	0.034	5132	5.833	3848	4.374	1	38166
LS_2_25_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.284	89	0.001	0	620	1.216	604	97.419	16	2.589	2	0.323	2947	5.779	722	1.416	0	0
LS_2_25_2013	TOTAL	-	50385128	0.269	47358	0.327	0	1337319	2.654	1335294	99.849	2024	0.151	94	0.007	1829753	3.632	16322	0.032	86	7415131
LS_3_24_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.475	10543	0.052	0	192526	3.805	192341	99.904	185	0.096	14	0.007	226247	4.471	15458	0.306	2	46645
LS_3_24_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.769	344	0.002	0	9133	9.642	9129	99.956	4	0.044	0	0.000	6979	7.368	152	0.160	0	0
LS_3_24_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_3_24_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_3_24_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_3_24_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.314	4689	0.023	0	49963	0.960	49698	99.470	265	0.530	0	0.000	224007	4.303	14236	0.273	10	307788
LS_3_24_2013	Esch_coli_118UI	NZ_CP032517.1	4724	0.043	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_3_24_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.199	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3636	4.025	0	0.000	1	52648
LS_3_24_2013	Esch_coli_D5	NZ_CP010145.1	4817460	0.077	846	0.008	0	3808	0.079	3610	94.800	198	5.200	0	0.000	62654	1.301	10536	0.219	3	257059
LS_3_24_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.117	13	0.000	0	59	0.052	59	100.000	0	0.000	0	0.000	5028	4.455	1787	1.583	1	78947
LS_3_24_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.084	6	0.000	0	2	0.002	2	100.000	0	0.000	0	0.000	1547	1.743	0	0.000	0	0
LS_3_24_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.062	977	0.008	0	2413	0.050	2222	92.085	191	7.915	0	0.000	60597	1.246	9596	0.197	9	1209620
LS_3_24_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.078	36	0.000	0	468	0.371	443	94.658	25	5.342	0	0.000	1124	0.892	0	0.000	1	76414
LS_3_24_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.063	1246	0.005	0	4933	0.097	4507	91.364	426	8.636	0	0.000	63292	1.247	14846	0.293	6	668488
LS_3_24_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.324	210	0.001	0	5493	3.732	5457	99.345	36	0.655	0	0.000	4765	3.238	32	0.022	2	47196
LS_3_24_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.093	2394	0.008	0	10370	0.210	10072	97.126	298	2.874	0	0.000	65293	1.320	14376	0.291	4	273147
LS_3_24_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.119	64	0.000	0	1754	1.113	1735	98.917	19	1.083	0	0.000	2201	1.396	0	0.000	1	91956
LS_3_24_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.055	380	0.003	0	759	0.016	695	91.568	64	8.432	0	0.000	50216	1.086	6702	0.145	6	754405
LS_3_24_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.069	1040	0.004	0	3361	0.070	3147	93.633	214	6.367	0	0.000	56394	1.173	7975	0.166	2	168387
LS_3_24_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.444	256	0.001	0	7303	5.692	7235	99.069	68	0.931	0	0.000	5908	4.605	15	0.012	1	27735
LS_3_24_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.211	143	0.000	0	4100	5.190	4052	98.829	48	1.171	1	0.024	0	0.000	0	0.000	1	41114
LS_3_24_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.056	972	0.003	0	3153	0.062	2812	89.185	341	10.819	1	0.032	64041	1.255	12548	0.246	10	1476131
LS_3_24_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.057	381	0.003	0	1163	0.025	1060	91.144	103	8.856	0	0.000	54320	1.182	7514	0.164	7	806413
LS_3_24_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.153	314	0.001	0	147	0.167	130	88.435	17	11.565	0	0.000	3622	4.117	1526	1.734	1	52703
LS_3_24_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.153	17	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1288	2.526	0	0.000	0	0
LS_3_24_2013	TOTAL	-	50385128	0.137	24875	0.122	0	300908	0.597	298406	99.169	2502	0.832	16	0.005	963159	1.912	117299	0.233	70	6489667
LS_4_7_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	2.503	48583	0.351	2	1598972	31.601	1598737	99.985	235	0.015	285	0.018	1524719	30.133	3169	0.063	1	31008
LS_4_7_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	2.877	1406	0.009	3	38922	41.092	38916	99.985	6	0.015	11	0.028	26110	27.565	307	0.324	0	0
LS_4_7_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_4_7_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_4_7_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_4_7_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	2.594	54633	0.401	2	1759202	33.794	1758791	99.977	411	0.023	44	0.003	1540552	29.594	4533	0.087	22	313407
LS_4_7_2013	Esch_coli_118UI	NZ_CP032517.1	4724	0.048	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_4_7_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.639	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	16352	18.103	37	0.041	2	51103
LS_4_7_2013	Esch_coli_D5	NZ_CP010145.1	4817460	0.141	1246	0.018	0	15684	0.326	15485	98.731	199	1.269	0	0.000	101512	2.107	646	0.013	9	407432
LS_4_7_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.162	14	0.000	0	297	0.263	296	99.663	1	0.337	0	0.000	5167	4.578	511	0.453	1	54220
LS_4_7_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.247	26	0.000	0	622	0.701	605	97.267	17	2.733	0	0.000	4956	5.584	902	1.016	1	27499
LS_4_7_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.118	940	0.011	0	21409	0.440	20932	97.772	477	2.229	10	0.047	82196	1.690	1516	0.031	15	1194632
LS_4_7_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.371	231	0.001	0	3315	2.631	3208	96.772	107	3.228	0	0.000	9038	7.174	2527	2.006	1	42002
LS_4_7_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.118	954	0.005	0	18003	0.355	17620	97.873	383	2.128	4	0.022	108544	2.139	3985	0.079	19	1397931
LS_4_7_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.863	1466	0.008	0	9074	6.166	8934	98.457	140	1.543	0	0.000	22563	15.331	15293	10.391	2	25371
LS_4_7_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.263	2529	0.013	0	36489	0.738	36130	99.016	359	0.984	2	0.005	240390	4.860	7400	0.150	12	366658
LS_4_7_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.401	379	0.002	0	5429	3.443	5330	98.176	99	1.824	0	0.000	10668	6.766	4319	2.739	2	77284
LS_4_7_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.097	430	0.005	0	8844	0.191	8680	98.146	164	1.854	0	0.000	74464	1.610	918	0.020	11	820658
LS_4_7_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.117	682	0.004	0	11188	0.233	10961	97.971	227	2.029	0	0.000	110701	2.303	3068	0.064	17	1089948
LS_4_7_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	1.142	1747	0.011	0	8610	6.711	8463	98.293	147	1.709	10	0.116	26759	20.856	19336	15.070	3	39713
LS_4_7_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.694	503	0.002	0	12401	15.699	12175	98.178	225	1.816	10	0.081	915	1.158	1125	1.424	1	51700
LS_4_7_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.116	974	0.005	0	20273	0.397	19755	97.445	518	2.555	1	0.005	96092	1.882	2384	0.047	17	1154497
LS_4_7_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.093	451	0.005	0	7674	0.167	7480	97.472	194	2.528	0	0.000	68509	1.491	1642	0.036	6	532947
LS_4_7_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.162	87	0.000	0	583	0.663	545	93.482	38	6.518	0	0.000	2849	3.238	630	0.716	1	56163
LS_4_7_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.411	5	0.000	0	1	0.002	1	100.000	0	0.000	0	0.000	5022	9.847	15	0.029	0	0
LS_4_7_2013	TOTAL	-	50385128	0.639	117289	0.850	0	3576992	7.099	3573044	99.890	3947	0.110	377	0.011	4078078	8.094	74263	0.147	145	7787044
LS_4_29_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.233	3282	0.017	0	32805	0.648	32652	99.534	153	0.466	0	0.000	142856	2.823	10916	0.216	4	129898
LS_4_29_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.290	110	0.001	0	2128	2.247	2126	99.906	2	0.094	0	0.000	2879	3.039	9	0.010	0	0
LS_4_29_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_4_29_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_4_29_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_4_29_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.356	8255	0.044	0	137595	2.643	137395	99.855	200	0.145	0	0.000	153839	2.955	8688	0.167	14	416785
LS_4_29_2013	Esch_coli_118UI	NZ_CP032517.1	4724	0.000	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_4_29_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.046	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	356	0.394	0	0.000	0	0
LS_4_29_2013	Esch_coli_D5	NZ_CP010145.1	4817460	0.074	885	0.009	0	4538	0.094	4385	96.628	153	3.372	0	0.000	47582	0.988	5430	0.113	1	92107
LS_4_29_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.132	31	0.000	0	272	0.241	268	98.529	4	1.471	0	0.000	4621	4.094	1465	1.298	1	55600
LS_4_29_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.039	8	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	321	0.362	0	0.000	0	0
LS_4_29_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.057	717	0.006	0	2846	0.059	2687	94.413	159	5.587	0	0.000	45620	0.938	5125	0.105	11	1353043
LS_4_29_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.047	31	0.000	0	362	0.287	352	97.238	10	2.762	0	0.000	149	0.118	0	0.000	0	0
LS_4_29_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.048	830	0.003	0	4632	0.091	4230	91.321	402	8.679	0	0.000	46771	0.922	9229	0.182	11	1532913
LS_4_29_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.169	118	0.000	0	2126	1.445	2110	99.247	16	0.753	0	0.000	2539	1.725	0	0.000	1	35453
LS_4_29_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.058	1295	0.005	0	5811	0.117	5608	96.507	203	3.494	1	0.017	47403	0.958	9010	0.182	4	451103
LS_4_29_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.056	43	0.000	0	876	0.556	863	98.516	13	1.484	0	0.000	430	0.273	0	0.000	0	0
LS_4_29_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.045	277	0.002	0	1053	0.023	997	94.682	56	5.318	0	0.000	37582	0.812	3763	0.081	6	877847
LS_4_29_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.054	1005	0.004	0	3066	0.064	2880	93.933	186	6.067	0	0.000	37564	0.781	4941	0.103	0	0
LS_4_29_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.248	171	0.001	0	2825	2.202	2813	99.575	12	0.425	0	0.000	1847	1.440	0	0.000	1	29640
LS_4_29_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.085	59	0.000	0	965	1.222	955	98.964	10	1.036	0	0.000	0	0.000	0	0.000	0	0
LS_4_29_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.048	791	0.003	0	4018	0.079	3724	92.683	294	7.317	0	0.000	47431	0.929	6368	0.125	11	1627971
LS_4_29_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.046	281	0.002	0	1340	0.029	1249	93.209	91	6.791	0	0.000	37217	0.810	4309	0.094	9	1466715
LS_4_29_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.156	198	0.000	0	272	0.309	259	95.221	13	4.779	0	0.000	3568	4.055	1185	1.347	1	55401
LS_4_29_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.044	10	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	98	0.192	0	0.000	0	0
LS_4_29_2013	TOTAL	-	50385128	0.105	18399	0.099	0	207530	0.412	205553	99.047	1977	0.953	1	0.000	660673	1.311	70438	0.140	78	8240936
LS_6_9_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.509	16336	0.049	0	33826	0.669	33759	99.802	67	0.198	3	0.009	772512	15.267	372412	7.360	7	120612
LS_6_9_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.311	106	0.000	0	2113	2.231	2101	99.432	12	0.568	2	0.095	3233	3.413	336	0.355	1	24704
LS_6_9_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_6_9_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_6_9_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_6_9_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.461	70186	0.212	0	5295	0.102	5199	98.187	96	1.814	2	0.038	873934	16.788	515032	9.894	14	312670
LS_6_9_2013	Esch_coli_118UI	NZ_CP032517.1	4724	6.895	6517	0.008	26	719	15.220	649	90.264	70	9.749	1	0.139	300	6.351	2069	43.798	0	0
LS_6_9_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.071	32	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1748	1.935	1273	1.409	0	0
LS_6_9_2013	Esch_coli_D5	NZ_CP010145.1	4817460	72.332	1458559	8.443	79	2343644	48.649	2341747	99.919	1889	0.081	291	0.012	2755654	57.201	438323	9.099	10	103057
LS_6_9_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.137	554	0.001	0	969	0.858	967	99.794	2	0.206	0	0.000	2811	2.490	912	0.808	1	52930
LS_6_9_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.369	886	0.003	0	3366	3.793	3355	99.673	11	0.327	0	0.000	3840	4.327	3025	3.408	0	0
LS_6_9_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	13.698	33053	0.163	21	52358	1.077	51695	98.734	663	1.267	27	0.052	3338980	68.652	1346232	27.680	23	381445
LS_6_9_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.080	31	0.000	0	436	0.346	427	97.936	9	2.064	0	0.000	3200	2.540	2204	1.750	0	0
LS_6_9_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.332	19857	0.045	0	13430	0.265	13274	98.838	156	1.162	0	0.000	547269	10.784	273431	5.388	18	492328
LS_6_9_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.177	1061	0.002	0	976	0.663	965	98.873	11	1.127	0	0.000	3187	2.165	1053	0.715	0	0
LS_6_9_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.383	21290	0.044	0	7966	0.161	7858	98.644	107	1.345	8	0.100	675769	13.663	345099	6.977	18	424482
LS_6_9_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.231	416	0.001	0	3728	2.365	3699	99.222	29	0.778	0	0.000	3375	2.141	1573	0.998	0	0
LS_6_9_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.390	10393	0.049	1	9068	0.196	8966	98.875	102	1.125	1	0.011	2141804	46.300	1326145	28.667	21	311297
LS_6_9_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.523	39358	0.088	0	119611	2.488	119451	99.866	160	0.134	1	0.001	534275	11.115	275971	5.741	3	58203
LS_6_9_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.170	487	0.001	0	1321	1.030	1310	99.167	11	0.833	0	0.000	2900	2.260	1891	1.474	0	0
LS_6_9_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.044	29	0.000	0	247	0.313	244	98.785	3	1.215	0	0.000	0	0.000	0	0.000	0	0
LS_6_9_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.700	17153	0.037	0	7698	0.151	7611	98.870	87	1.130	0	0.000	1790050	35.068	1225882	24.015	32	643574
LS_6_9_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.442	10933	0.053	1	6017	0.131	5944	98.787	73	1.213	0	0.000	2209637	48.085	1389360	30.235	18	240620
LS_6_9_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.194	13	0.000	0	217	0.247	217	100.000	0	0.000	0	0.000	4190	4.762	687	0.781	2	68278
LS_6_9_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.123	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1583	3.104	348	0.682	0	0
LS_6_9_2013	TOTAL	-	50385128	9.037	1707252	9.200	0	2613005	5.186	2609438	99.863	3558	0.136	336	0.013	15670251	31.101	7523258	14.932	170	3287071
LS_7_14_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.393	13574	0.023	0	4438	0.088	4381	98.716	57	1.284	0	0.000	765945	15.138	380255	7.515	19	433517
LS_7_14_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.162	34	0.000	0	800	0.845	800	100.000	0	0.000	0	0.000	2159	2.279	70	0.074	1	35635
LS_7_14_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_7_14_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_7_14_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_7_14_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.403	72191	0.126	0	5187	0.100	5071	97.764	116	2.236	0	0.000	849430	16.317	521056	10.009	25	662575
LS_7_14_2013	Esch_coli_118UI	NZ_CP032517.1	4724	5.865	9506	0.007	30	550	11.643	492	89.455	58	10.545	0	0.000	337	7.134	2183	46.211	0	0
LS_7_14_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.047	51	0.000	0	135	0.149	123	91.111	12	8.889	0	0.000	2177	2.410	1286	1.424	0	0
LS_7_14_2013	Esch_coli_D5	NZ_CP010145.1	4817460	74.602	1511667	5.048	82	2324166	48.245	2322341	99.921	1816	0.078	273	0.012	2763856	57.372	465541	9.664	12	114720
LS_7_14_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.090	597	0.001	0	937	0.830	935	99.787	2	0.213	0	0.000	1604	1.421	808	0.716	1	59899
LS_7_14_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.422	877	0.002	0	4058	4.572	4049	99.778	9	0.222	0	0.000	4939	5.565	2753	3.102	1	16305
LS_7_14_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	13.885	33652	0.096	22	54228	1.115	53561	98.770	667	1.230	15	0.028	3347804	68.834	1377451	28.322	22	382505
LS_7_14_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.064	24	0.000	0	378	0.300	363	96.032	15	3.968	0	0.000	3625	2.878	2472	1.962	0	0
